MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.569,42.0,4.936386768145899,1.069164265129683,1104.0,3.8444924406047525,37.78,-122.22,1.316
3.0905,48.0,4.306590257879656,0.9944289693593314,848.0,2.734113924050633,34.04,-118.3,1.625
3.7604,27.0,4.685765411214953,1.0873480662983426,1704.0,3.0785340314136125,33.65,-117.69,2.438
3.8194,17.0,5.013861386138614,1.064906490649065,1650.0,3.0381361386138614,33.8,-118.14,2.451
3.6528,43.0,5.26923076923077,1.0598802395209581,699.0,2.6538461538461537,37.73,-122.16,1.644
2.5694,31.0,3.75,1.0985915492957747,2556.0,4.779428571428571,34.12,-118.19,1.1
3.0,27.0,4.351648351648352,1.06780626733743,706.0,2.8909617210685568,33.9,-118.25,1.521
2.0,16.0,4.897155361050328,1.0643776824034334,1283.0,2.8221343873517797,40.27,-122.19,0.914
4.6563,30.0,5.933333333333333,1.0659722222222223,1190.0,3.6,34.07,-118.32,2.711
2.6,30.0,5.071428571428571,1.059748427672956,1065.0,2.816901408450704,34.53,-117.17,1.405
1.7171,36.0,3.84831460674157,1.1494661921708218,1374.0,4.178893233082707,33.98,-118.26,0.7
2.2434,19.0,4.737288135593221,1.0392156862745099,1551.0,2.9457831325301207,32.61,-117.09,1.184
3.3393,52.0,4.393939393939394,1.0687830687830688,1327.0,2.8484848484848486,37.91,-122.28,2.033
1.7381,41.0,4.879674796747968,0.979674796747967,1574.0,4.911538461538462,35.41,-119.05,0.655
2.8654,20.0,5.964114832535885,1.0662251655629138,1573.0,2.8176520846905566,38.54,-121.45,0.925
3.0179,31.0,3.508213552361396,1.0945347119645188,1587.0,1.8493003229471217,33.71,-117.93,4.24
1.9125,29.0,2.82597794741306,1.040785498489426,1183.0,1.5614849187935094,33.77,-118.19,2.25
2.0744,25.0,5.377464788732394,1.064171122994652,2371.0,2.8353658536585367,39.73,-121.84,1.021
1.9107,34.0,4.382716049382716,0.9307692307692307,1377.0,2.6923076923076925,38.01,-121.59,0.865
5.0918,52.0,4.991501416430594,1.0198675496688743,897.0,1.9128630705394192,34.08,-118.36,3.226
1.6573,30.0,2.9296066415202437,1.0,805.0,3.697674418604651,34.09,-118.3,1.284
4.5342,24.0,5.638151425762045,1.0598791540785497,3009.0,2.7137404580152653,33.72,-117.79,2.111
1.8816,18.0,4.508819538670283,1.0419161676646707,905.0,2.9557522123893807,36.8,-119.73,1.431
2.5,13.0,4.579212916897507,1.0,1196.0,3.6097201767304985,37.15,-120.27,0.922
5.5,36.0,5.979591836734695,0.9836734693877551,946.0,2.73469387755102,33.98,-118.41,4.657
1.75,23.0,3.819148936170213,0.9460431654676259,1054.0,4.066265060240964,36.74,-119.77,0.664
4.2917,16.0,4.972014925373134,1.0379746835443038,1285.0,2.8354430379746836,37.64,-120.98,1.706
3.7647,28.0,4.428415300546448,0.8372093023255816,2104.0,3.323529411764706,33.82,-117.98,1.486
7.4381,7.0,6.4766355140186915,1.0372093023255815,1030.0,2.7777777777777777,33.65,-117.67,2.912
1.9355,42.0,4.63681592039801,1.0,752.0,2.8472906403940885,36.07,-119.09,0.691
3.6286,48.0,3.3564356435643563,1.0,946.0,1.9432900432900433,34.15,-118.4,3.257
3.1875,52.0,4.099337748344371,1.0,498.0,2.8473282442748094,34.17,-118.23,2.411
3.5179,35.0,5.1640625,1.129324324324324,488.0,2.8486792452830185,34.09,-117.87,1.761
1.8125,19.0,4.879377431906615,1.1369294605809128,1518.0,2.684073107049608,36.75,-119.86,0.55
5.5,26.0,6.0,1.0026109660574412,635.0,3.078494623655914,34.26,-118.43,1.556
8.0132,33.0,7.122388059701493,1.0671641791044777,919.0,2.5671641791044775,34.25,-118.41,4.5
3.2917,52.0,3.877551020408163,1.0920245398773005,993.0,2.6710526315789473,37.75,-122.41,1.757
2.875,22.0,3.527646129541864,1.0888382687927107,1659.0,2.82573726501687,37.35,-121.96,2.256
15.0001,6.0,6.711111111111111,1.0,946.0,2.1626666666666665,33.54,-117.77,5.00001
5.9201,52.0,6.352688172043011,0.9932203389830508,691.0,2.9144970414201183,34.12,-118.12,2.798
3.3523,18.0,6.841509433962264,1.1320754716981132,983.0,3.773015873015873,34.51,-117.31,0.854
3.8571,27.0,5.867954911433173,1.1244239631336406,633.0,2.552816901408451,38.53,-121.49,1.133
7.7197,35.0,6.819444444444445,1.05,873.0,2.6,34.06,-118.43,5.00001
2.75,19.0,4.844444444444444,0.9888888888888889,747.0,4.555555555555555,36.1,-119.57,0.684
7.037,52.0,8.733839779005548,1.0,1176.0,3.21082621082621,37.33,-122.28,5.00001
4.125,35.0,5.146639853720953,1.0,835.0,3.0859154929577466,33.87,-118.11,2.419
6.0,28.0,6.363929347826087,1.002227171492205,1312.0,2.574626865671642,38.14,-122.03,2.62
3.5208,12.0,6.161290322580645,1.193548387096774,988.0,3.3870967741935485,36.52,-119.68,0.938
2.4333,43.0,4.3,1.01,416.0,2.4,38.56,-121.48,0.681
3.4531,12.0,5.058917197452229,1.0721649484536082,1271.0,3.3655913978494625,34.05,-117.68,1.085
3.4531,26.0,5.141242937853107,1.0879136690647482,1466.0,2.6115107913669076,33.92,-118.1,2.167
6.1434,29.0,6.912408759124087,0.988795518207283,1424.0,2.914285714285714,33.76,-117.81,2.627
4.125,14.0,8.272727272727272,1.0963636363636364,715.0,3.553030303030303,38.79,-121.29,1.402
3.9063,28.0,5.37356321839081,0.9850746268656716,569.0,3.094488188976378,33.98,-118.1,1.72
5.1625,37.0,4.964285714285714,0.9942857142857143,505.0,2.7714285714285714,33.84,-117.92,1.808
1.8929,35.0,4.616842105263158,1.1398416886543536,568.0,3.443359375,39.15,-121.05,0.559
3.0,28.0,5.811594202898551,1.1798245614035088,523.0,3.5789473684210527,34.1,-117.15,0.753
6.1523,25.0,6.662650602409639,0.9393939393939394,1665.0,3.0436681222707427,33.88,-118.38,3.638
3.0341,12.0,4.381818181818182,1.0981818181818181,1714.0,2.231070502341137,33.73,-117.83,2.618
1.0357,52.0,4.891666666666666,1.028125,511.0,3.5833333333333335,36.07,-119.04,0.62
4.6853,30.0,5.539007092198582,1.0723982558139533,836.0,2.86549707602333,34.26,-118.45,2.09
2.7857,37.0,5.6394088669950735,1.0865139949109415,1449.0,2.879432624113475,35.63,-117.31,0.816
5.0285,24.0,6.918238993710356,1.0943396226415094,1078.0,3.6619718309859155,34.11,-117.31,1.375
3.0227,41.0,5.124766355140188,1.0526315789473684,866.0,2.95927601809954,33.9,-118.38,2.545
4.7143,47.0,4.882352941176471,1.0661764705882353,523.0,2.1470588235294117,37.55,-122.29,2.476
3.8056,25.0,4.664670658682634,0.96697247706422,1228.0,4.435570854848124,33.71,-117.99,2.267
3.4643,37.0,4.907918968690825,1.0120274914089347,1113.0,3.0927835051546393,34.22,-118.52,2.132
2.1471,44.0,4.716170212765958,1.053191489361702,1666.0,2.4529750479846384,38.08,-122.2,1.183
2.67,45.0,4.548628428927681,1.042316258351893,1669.0,2.9881516587677726,34.02,-118.18,1.979
2.2132,36.0,4.711340206185567,1.0805970153374234,982.0,2.955223880597015,38.95,-121.48,0.53
2.3594,52.0,4.93548387096774,1.0080645161290323,1343.0,3.0825806451612907,34.1,-118.22,1.25
4.9135,29.0,5.914360313315966,1.065891472868217,1714.0,3.1524163568773242,37.6,-122.07,2.349
2.4784,17.0,4.838407494145112,1.0536277602523658,2569.0,2.514734774066797,32.97,-117.12,1.517
3.6458,35.0,4.929667519185584,1.039426523297491,1235.0,3.8533088235294115,34.05,-117.92,1.436
1.7381,19.0,4.769436997319035,1.0428134556574924,1723.0,2.788381742738589,39.08,-122.71,0.604
3.8462,22.0,4.878194726169326,0.9982363315696648,1392.0,2.426523297491039,33.46,-117.67,1.346
1.6369,36.0,4.768041237113403,1.0,1242.0,2.4545454545454546,37.96,-121.33,0.906
3.7943,14.0,4.5369127516778525,1.0136054421768708,1291.0,1.7979591836734694,37.81,-122.23,3.167
2.0472,40.0,4.406518010291589,1.0976863753213366,756.0,2.366720516962843,39.14,-121.07,1.004
4.0658,16.0,5.945205479452055,1.0676923076923077,1293.0,1.8950617283950617,34.16,-118.4,4.643
4.375,52.0,6.31404958677686,1.0785340314136125,1317.0,2.3830875576036865,37.73,-122.44,2.096
2.3125,32.0,5.05956112852664,1.2055674518201285,1061.0,2.668949771689498,39.13,-123.21,0.604
2.25,32.0,4.5,1.05,10.0,2.5,34.1,-118.29,2.197
3.1484,52.0,3.4513513513513514,0.908108108108108,535.0,2.9074074074074074,37.78,-122.21,1.75
3.6845,15.0,4.147410358523733,1.0027008777852802,1544.0,2.6343612334801763,34.44,-119.85,1.635
4.3594,25.0,5.764258555133078,1.0495867768595042,706.0,2.638151467184801,37.3,-121.96,2.19
2.3958,18.0,6.153846153846154,1.1538461538461537,648.0,2.6575342465753424,40.45,-122.64,0.675
4.375,43.0,5.5,0.9124087591240876,645.0,2.07977207977208,34.15,-118.14,4.147
6.7248,3.0,4.829642248725739,1.0450382436260623,1615.0,2.723112128146453,33.19,-117.38,2.68
5.6604,26.0,5.979207920792079,1.016260162601626,3100.0,3.1806930693069306,33.8,-118.02,2.027
7.2523,27.0,7.129007036747459,1.038647342995169,1666.0,3.243006993006993,33.68,-117.98,3.369
5.1032,35.0,5.818430034659388,0.9140893470790372,1066.0,5.003465938697317,34.08,-117.96,1.266
2.6538,52.0,3.908333333333333,1.0633333333333332,504.0,4.0,32.69,-117.15,1.396
4.0893,21.0,5.734673111126682,1.1116625310173698,2399.0,3.35452322738386,33.73,-117.98,1.463
4.0049,36.0,5.52755905511811,1.0566161948650428,1349.0,2.715736040609091,37.94,-122.01,2.581
3.2984,10.0,4.9390581717451525,1.079696394686907,2106.0,2.8496732026143783,34.09,-117.94,1.198
4.8906,34.0,5.5,1.025806451612903,930.0,2.594758064516129,34.07,-117.96,3.806
2.6384,24.0,4.988589420654911,1.0,1627.0,2.8293515358361776,37.68,-121.0,1.28
6.5842,52.0,6.5,1.031578947368421,984.0,2.539473684210526,37.75,-122.26,3.413
2.25,37.0,5.202816901408451,1.1627906976744187,1352.0,3.426536877076412,38.11,-122.25,0.759
3.6093,32.0,5.907749077490775,0.9674418604651163,1079.0,3.9127906976744184,32.75,-117.08,1.214
3.5,35.0,5.091954022988506,0.9505178365979385,664.0,2.8095238095238093,38.25,-122.56,1.403
3.3621,30.0,3.907496012759171,1.0669856459330143,1027.0,2.8693548387096772,34.16,-118.12,2.759
8.4896,10.0,7.310344827586207,1.0667788694482225,676.0,2.8491379310344827,33.61,-117.87,4.746
3.1875,45.0,4.716931216931218,1.0085470085470085,773.0,3.1134146341463413,34.07,-117.65,1.231
4.7143,25.0,5.2407407407407405,0.9907407407407408,884.0,2.906906906906907,37.25,-121.97,2.254
4.75,24.0,6.444776119402985,1.0440677966101697,891.0,3.078152753108348,37.96,-121.93,1.434
3.7917,52.0,4.292865292865293,1.118811881188119,763.0,3.068783068783069,37.35,-121.99,2.552
4.5,25.0,4.97737556561086,1.0825556353194543,975.0,1.8354430379746836,34.16,-118.5,2.706
3.2543,32.0,4.161616161616162,1.006006006006006,1378.0,3.006006006006006,33.86,-118.08,1.608
6.4685,16.0,6.564171122994653,1.0374531835205993,973.0,2.6825798898071627,37.31,-121.96,3.23
3.9187,26.0,6.062761506276151,1.010989010989011,1237.0,3.089430894308943,32.79,-117.04,1.689
4.2083,35.0,5.553956834532374,1.0992217898832686,1182.0,3.2868217054263567,34.05,-118.07,2.583
2.9125,5.0,4.919587628865979,1.0909090909090908,857.0,1.8195876288659891,37.4,-122.09,1.664
3.3929,28.0,4.446428571428571,1.0,775.0,2.9464285714285716,37.71,-122.47,2.735
2.0446,8.0,4.808035714285714,1.0085714285714287,1760.0,4.059523809523809,36.78,-119.79,0.628
2.6719,17.0,4.858823529411765,1.011764705882353,1405.0,2.7227941176470587,38.0,-122.4,1.47
3.7,5.0,6.111383108935331,1.0695792880258899,2719.0,2.5078534031413615,34.87,-120.45,1.374
6.0706,24.0,5.691037735849057,1.0865384615384615,1316.0,2.0865384615384617,37.31,-122.02,3.459
3.0833,17.0,4.717201166180758,1.0588235294117647,971.0,2.236842105263158,34.05,-117.68,1.306
3.6437,15.0,4.664935064935066,1.0493506493506493,632.0,3.1714285714285713,33.95,-118.32,1.76
2.96,30.0,4.922396856581533,1.037174721189591,1527.0,2.63660477453521,36.74,-119.79,0.972
3.7361,40.0,4.89727463312369,1.0590339892665475,2051.0,3.351297709944289,34.03,-118.14,1.848
5.8588,26.0,5.554794008674102,1.0283687943262412,779.0,2.236070381231672,33.87,-118.39,3.667
3.0,52.0,4.022857142857143,1.0,488.0,2.5,37.76,-122.48,2.479
2.2454,52.0,3.953020134228188,1.106060606060606,792.0,1.938303341902312,37.78,-122.41,2.887
4.2917,16.0,4.956521739130435,1.099697885196375,563.0,3.22392135445112,37.24,-121.85,3.025
2.7222,41.0,3.828767123287672,1.0547945205479452,1312.0,2.7353846153846155,37.79,-122.17,2.12
3.1435,42.0,4.5,1.0975143403441683,1203.0,2.2344497607655502,33.88,-118.11,2.38
2.6065,19.0,4.58154859967051,1.0689655172413792,2487.0,1.9642058165548097,34.19,-118.4,2.875
3.2727,34.0,4.596928982725528,0.9702228395061727,994.0,2.9357021996615904,32.7,-117.13,1.667
1.7609,45.0,4.917355371900827,1.0852713178294573,561.0,2.735430167226886,37.98,-121.31,0.427
2.6667,32.0,4.15258883248731,1.0775193798449612,1014.0,2.5555555555555554,32.7,-117.14,1.564
4.7969,42.0,5.08376963350785,1.0,1160.0,1.844342408376963,34.1,-118.33,5.00001
2.5762,15.0,6.2226484018264845,1.1239092434017595,1661.0,3.603395061728395,37.73,-120.85,0.893
5.5631,19.0,5.18376080865605,1.011737089201878,1690.0,3.457831325301205,37.27,-121.97,2.662
3.0717,34.0,5.786259541984733,1.1360239162929746,933.0,3.1405228758169916,36.78,-119.83,0.934
6.6453,27.0,7.241860465116278,1.087396504139832,438.0,2.340106007067138,37.96,-122.05,5.00001
3.0769,26.0,4.285714285714286,1.066869387755102,1663.0,3.0867346938775517,34.27,-118.43,1.683
2.0651,17.0,3.4770588235294118,1.1708333333333334,1738.0,3.3638235294117647,34.42,-118.88,1.529
3.2159,23.0,5.947368421052632,1.0921052631578947,894.0,2.9473684210526314,36.09,-119.56,0.725
3.7875,16.0,6.665775401069519,1.1517241379310346,1197.0,2.90796963946869,38.53,-120.81,1.403
7.5,35.0,5.935483870967742,1.0790513833992095,1235.0,2.364516129032258,33.79,-118.34,5.00001
1.7778,33.0,4.324075471698113,1.1133004926108374,1211.0,4.096551724137931,36.97,-120.07,0.547
2.9074,41.0,4.99009900990099,1.0216755351681956,2237.0,4.574712643678161,34.02,-118.21,1.603
2.3882,19.0,5.813559322033898,1.0075471698113208,1718.0,3.8745033112582785,36.76,-119.77,0.633
4.0208,27.0,5.735562310030395,1.042071197411003,921.0,2.959100303951367,33.65,-117.7,2.528
3.7125,31.0,5.376470588235294,1.0,120.0,2.0,37.99,-121.99,1.0
2.2128,14.0,5.8421875,1.0588235294117647,1445.0,2.716981132075472,35.22,-119.05,0.905
4.5,41.0,4.515923566878981,0.9779005524861878,1354.0,2.0268456375838926,37.95,-122.01,2.133
4.9286,36.0,4.903130434782608,1.034782608695652,899.0,2.8541304347826086,33.97,-118.14,3.812
2.8906,30.0,4.82675585284281,1.0569395017793595,2133.0,3.127737226277372,33.8,-118.29,2.524
4.0,16.0,5.917293233082707,0.9974402730375425,667.0,3.097087378640776,32.79,-117.08,1.245
4.0125,36.0,6.870967741935484,1.1612903225806452,1048.0,3.064516129032258,38.03,-122.19,1.969
3.7303,32.0,5.578723404255319,1.0851063829787233,814.0,3.5404255319148934,33.99,-118.01,1.225
4.0,23.0,5.065943615900389,1.049295774647887,1212.0,2.2664670658682633,33.7,-117.26,3.531
3.4306,28.0,4.134715025906765,1.061611374407583,1851.0,3.0616113744076556,32.74,-117.02,1.812
5.4201,36.0,5.61003861003861,0.9854014598540146,1063.0,2.8708487084870846,33.82,-118.01,2.979
3.0882,21.0,5.094915254237288,1.064406779661017,1466.0,2.8491525423728814,33.21,-117.29,1.231
3.8984,24.0,4.534883720930233,1.122093023255814,1062.0,2.837209302325581,33.85,-118.14,2.748
4.3,15.0,5.38,1.15,1184.0,2.8373333333333335,38.46,-121.35,1.182
3.9643,36.0,5.090510948905109,0.9539748953974896,863.0,2.8956228956228656,38.11,-122.26,1.518
2.8202,28.0,3.738537549407115,1.0782361308677098,1728.0,2.6425339366515836,37.35,-121.87,2.125
3.7147,17.0,5.455040871934605,0.9580838323353293,891.0,2.859154929577466,37.96,-122.33,1.526
2.3229,12.0,4.634228187919463,1.1355498721227621,2153.0,2.8233908948194637,38.03,-121.27,0.884
3.7125,38.0,4.20673854447434,0.994863223796033,1334.0,2.95577942735943,33.99,-118.4,3.039
2.0,40.0,4.484848484848485,1.0644490644490645,890.0,2.7341772151898733,38.68,-121.14,1.089
3.2789,35.0,4.967880085653105,1.0524017467248907,1073.0,2.898601398601398,33.91,-118.02,1.92
1.6563,17.0,5.316326530612245,1.0,891.0,3.5255102040816326,39.05,-121.02,0.588
3.9336,40.0,4.76502732240437,1.0211480362537764,1513.0,3.11356401488818,34.22,-118.46,1.535
6.6823,33.0,6.829411764705882,1.0294117647058822,1883.0,2.3823529411764706,37.53,-122.27,4.44
3.9583,37.0,5.791666666666667,1.0833333333333333,976.0,3.5833333333333335,33.93,-118.14,1.901
4.3,36.0,5.4,0.9966101694915254,1388.0,3.0588235294117645,33.79,-118.21,1.738
2.1389,52.0,2.524048096191593,1.0909090909090908,1302.0,2.9828402366863904,37.8,-122.25,2.25
5.7361,35.0,6.965447154471544,1.0585365853658537,1101.0,2.4914004914004915,33.76,-118.13,3.742
4.2262,36.0,5.510948905109489,1.051094890510949,1590.0,3.9487179487179485,33.83,-117.75,2.132
4.6648,32.0,5.68384074990277,1.0389700765483645,974.0,3.37603305785124,37.36,-121.88,1.585
3.1301,27.0,4.472837022132797,1.0526700804289544,2296.0,4.180851063829787,34.18,-118.43,1.309
4.5491,34.0,5.466666666666667,0.998069498069494,1011.0,2.817687074829932,34.19,-118.33,3.348
3.6625,36.0,5.508620689655173,1.0421455938697317,1275.0,2.7517985611510793,38.01,-122.26,2.458
3.1473,33.0,4.936454849498327,1.06002166847237,1794.0,2.8864233576642335,33.97,-118.11,2.836
3.8571,28.0,5.84848484848485,1.037544752762478,1537.0,3.293963254593176,34.03,-117.72,1.201
4.5179,40.0,4.3,1.0909090909090908,1193.0,2.35,37.9,-122.54,4.112
2.5735,28.0,4.924657534246576,1.0394736842105263,1423.0,2.7735849056603774,35.38,-118.97,0.618
3.75,16.0,5.895287958115183,1.0599647266313934,1551.0,2.642023346303502,34.07,-117.68,1.393
3.5446,28.0,5.8121546961325965,1.0903285714285715,1042.0,2.959731543624163,34.04,-117.67,1.125
3.5129,16.0,5.462962962962963,1.0555555555555556,639.0,2.8518518518518516,33.65,-117.67,1.804
2.4348,25.0,5.5046728971962615,1.086021505376344,1660.0,2.8986957120418118,40.66,-122.31,0.479
4.0767,12.0,4.569892473118279,1.0208333333333333,1699.0,2.812807881773399,37.32,-121.95,2.539
3.7083,41.0,4.835365853658536,1.0657317073170731,943.0,2.8353658536585367,34.02,-118.43,4.054
4.3523,31.0,5.634686648529126,1.0691318327974277,2968.0,4.17005076142132,33.75,-117.98,1.88
3.5395,9.0,5.462025316455696,1.1223880597014926,1375.0,2.723943661971831,34.13,-117.31,1.362
2.1429,52.0,5.181818181818182,1.0,661.0,2.8671328671328675,34.01,-118.31,1.221
4.1477,32.0,5.643916913946588,1.0076726342710998,1697.0,3.09968847352025,33.75,-117.83,2.106
5.2828,36.0,4.8584905660377355,1.0188679245283019,729.0,2.937735849056604,33.82,-118.04,2.594
3.125,25.0,4.843648204008346,1.0512396694214876,2240.0,2.9896907216494846,34.15,-118.03,1.75
2.0391,37.0,4.912751677852349,1.125537403267412,1019.0,3.092274678111548,34.12,-117.33,0.825
3.2375,27.0,3.583815028901734,1.0875676589986434,1056.0,2.5838150289017343,34.3,-118.28,2.616
10.7372,45.0,7.965,1.05,1275.0,2.824,33.78,-118.13,5.00001
4.7955,36.0,4.929133858267717,0.991338582677166,586.0,2.51474530831099,37.58,-122.04,2.393
3.0536,27.0,5.0,1.059788986784141,1057.0,2.547861507128309,36.07,-119.08,1.162
5.5151,52.0,5.994652406417113,0.9965240641711229,799.0,2.18354430379747,34.02,-118.31,5.00001
3.1731,19.0,4.622950819672131,1.0475206611570247,1230.0,1.9442622950819672,37.34,-122.03,3.24
3.3906,52.0,4.966101694915255,1.064406779661017,961.0,2.485981308411215,37.78,-122.24,1.92
1.6607,29.0,4.35693215339233,1.093425605536332,921.0,3.1524163568773234,32.8,-115.56,0.561
4.8261,35.0,6.042065009544757,1.06875753920386,1167.0,2.636986301369864,38.51,-122.41,2.046
2.9583,18.0,5.064377682403433,1.085427135678392,891.0,2.590106951871658,37.98,-120.35,0.966
1.8672,34.0,5.02702702702703,1.0810810810810811,1235.0,2.783783783783784,38.94,-120.76,0.832
3.5179,23.0,5.927431092436977,1.0532544378698225,1328.0,3.2436781609195404,36.75,-119.75,1.663
2.25,29.0,3.8222222222222224,1.0555555555555556,1628.0,3.3,34.31,-118.47,1.3
2.0673,29.0,4.876106194690266,1.0,853.0,3.2588652482269502,36.21,-119.09,0.737
4.4643,28.0,5.594323144104804,1.0873440285204992,729.0,1.879356568364611,34.17,-118.37,3.629
4.2798,52.0,5.045813586097921,1.057591623036649,1567.0,2.0745341614906834,37.78,-122.45,3.305
6.0393,14.0,6.683544303797468,1.1070422535211268,1023.0,3.0,33.97,-117.98,3.44
3.7917,42.0,4.936507936507935,1.0686528497409327,1279.0,2.173913043478261,37.55,-122.29,2.358
1.7326,19.0,4.961661341853035,1.147766323024055,1279.0,2.3356643356643354,35.63,-120.67,0.689
2.3472,11.0,4.694835680751174,1.0644578313253013,2046.0,4.01095890410958,33.83,-117.91,1.646
5.7096,16.0,5.955678670360147,1.0401891252955082,1284.0,2.5168195718654434,33.72,-118.07,4.19
2.7196,35.0,5.427038626609442,1.0157303370786517,1784.0,3.323624595469256,34.22,-118.51,2.105
2.8235,43.0,4.457960644007156,1.0093240093240092,573.0,3.1818181818181817,38.55,-121.49,0.648
3.2708,18.0,4.927364734296089,1.0,1557.0,2.839597315436242,33.89,-117.89,1.932
2.6607,30.0,4.673828888888888,0.9930555555555556,569.0,2.4027777777777777,36.32,-119.3,0.844
3.9107,41.0,5.47404255319149,1.127659574468085,1018.0,2.9297872340425535,34.09,-118.13,2.148
3.2713,21.0,6.0,1.116650987770461,588.0,3.2614107883817427,38.46,-122.71,0.881
3.25,20.0,5.78125,1.0677083333333333,2235.0,2.7708333333333335,36.61,-121.92,2.265
3.5227,35.0,4.671232876712328,1.086350973799482,1127.0,2.6623376623376624,34.17,-118.12,2.406
3.8672,52.0,4.472222222222222,1.062937062937063,1277.0,2.0738007380073804,37.83,-122.24,3.417
1.9861,30.0,3.983310152990264,1.0445682451253482,1654.0,2.8277027027027026,33.95,-118.31,1.107
4.2847,52.0,4.73578756478864,1.0524861878453038,1197.0,2.3850267379679146,37.75,-122.47,3.485
2.5156,39.0,4.865546218487395,1.0662983425414365,1594.0,4.57336476134354,34.87,-118.19,0.523
2.5893,27.0,4.867881548974943,1.0383426090612795,1183.0,2.6095444684913627,32.77,-116.99,1.25
3.5179,37.0,5.735384615384615,1.0769230769230769,839.0,3.2615384615384615,36.27,-119.56,0.698
4.5,23.0,4.078431372549019,0.9593495934959348,1632.0,2.885972850678733,34.11,-118.04,3.0
2.1942,34.0,3.152219873150105,1.0955632822932977,1378.0,1.895631067961165,33.77,-117.08,1.875
2.1711,45.0,5.285714285714286,1.086734693877551,543.0,3.1708673469387754,34.06,-117.34,0.933
2.875,38.0,3.8596938775510217,0.9859154929577465,792.0,2.576530612244898,34.04,-118.13,2.105
4.2578,13.0,5.017301038062284,1.078787878787879,1083.0,2.5205992509363297,33.62,-117.68,2.328
3.0,23.0,6.716374269005848,1.0955414012738853,1016.0,3.0058479532163744,33.94,-116.91,0.975
4.375,26.0,5.061918665258374,1.0,1371.0,4.776859504132231,33.91,-118.15,2.101
3.4583,32.0,4.878787878787879,1.0738636363636365,1268.0,2.4864864864864864,33.99,-118.46,3.097
4.2333,28.0,4.5,0.9913294797687862,1079.0,2.9408602150537635,37.93,-122.06,1.237
5.3499,52.0,8.047038327526135,1.080118211195928,912.0,2.3316582914572863,37.76,-122.24,3.483
2.2898,17.0,4.8583473861740165,1.038860103626943,1738.0,2.794797687861272,40.61,-124.14,0.878
4.4196,18.0,4.524917127071824,1.079154929577465,816.0,2.341530054644809,33.86,-118.13,2.318
5.7248,25.0,5.93523316062176,1.0233160621761659,1110.0,2.8512396694214877,33.94,-117.9,2.697
6.0197,28.0,6.305799654576846,1.0,1398.0,2.9186528497409325,37.68,-121.99,3.5
6.3191,22.0,8.476099426386234,1.0478087649402301,1883.0,3.1340987868284227,34.07,-117.63,2.649
4.9118,52.0,5.749303621169917,1.131024498886415,518.0,2.095723014256619,34.07,-118.43,5.00001
3.3542,52.0,4.0,1.0118110376894422,692.0,2.6382978723404253,37.85,-122.26,1.941
5.0066,28.0,5.918587360594795,1.0867405420054375,1546.0,3.2436548223350217,37.54,-122.02,1.725
4.1361,15.0,5.81848906560627,1.0847673202614379,2454.0,2.6209386281588447,33.88,-117.23,1.14
3.0536,26.0,4.0,1.0075187969924813,552.0,1.86890756302521,34.1,-118.14,2.938
4.6304,43.0,5.1413612565445,1.0539280958721704,1769.0,2.3510971786833874,37.72,-122.43,3.295
2.0417,8.0,5.495412844036697,1.09478672985782,4042.0,2.58154859967051,38.67,-121.32,0.748
4.6167,52.0,3.7533637533637534,1.0904109589041096,1027.0,1.9463869463869465,37.76,-122.47,4.75
3.5,16.0,5.390029325513196,1.037641606526509,1466.0,3.0497737554316986,34.01,-117.72,1.713
3.0714,18.0,5.137345679012346,1.0962099125364437,1283.0,2.894568245125348,37.95,-121.29,1.395
3.0682,36.0,5.07246376811594,0.9251798561151079,434.0,3.244565217391304,37.67,-122.1,0.982
4.5,6.0,5.742483660130719,1.0512820512820513,3026.0,2.334817813765182,32.92,-117.23,3.342
1.564,34.0,4.4,1.2439024390243902,667.0,2.5841584158415842,39.93,-121.57,0.703
3.2768,9.0,5.083941605839416,1.0337552742616034,1416.0,2.859154929577465,38.0,-121.3,1.31
3.6111,18.0,4.52760736196319,1.0989304812834226,1327.0,1.8696741854636592,33.82,-118.36,3.569
3.25,17.0,5.24,1.04,1315.0,2.848,32.75,-117.05,1.469
1.8281,20.0,3.887719298245614,1.0,1514.0,3.8781935483870966,35.6,-119.01,0.739
3.0119,15.0,4.56908777969102,1.0316981132075471,1410.0,3.087336244541485,34.07,-117.66,1.602
2.8917,35.0,4.788018433179723,0.9331797235023042,891.0,3.0659025787965617,37.68,-122.13,1.713
2.2583,43.0,4.539772727272727,1.0411931818181819,1620.0,4.369318181818182,36.77,-121.77,0.773
5.2036,16.0,6.076363636363637,0.9512195121951219,981.0,2.6363636363636362,38.7,-121.35,1.118
3.6292,37.0,5.183361629881155,1.087378640776699,1129.0,2.8390981430123454,33.96,-118.03,1.806
1.9762,30.0,4.86576354679803,1.0220183486238532,1859.0,3.1067961165048543,36.63,-120.47,0.59
2.8139,17.0,5.093425605536332,1.0386740331491713,1693.0,2.933149171270718,36.77,-119.69,1.394
5.3307,11.0,7.287037037037037,1.156899810571006,1326.0,3.0982286632390745,33.66,-117.83,2.346
3.9306,46.0,4.928571428571429,1.0064102564102564,1194.0,2.336410256410256,34.12,-118.35,3.637
2.4922,46.0,5.296570898980537,1.0160320641282565,1172.0,2.716012084592145,35.38,-119.21,0.837
