Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-10-02,Ballarat,14.9,25.3,0.0,,,ESE,15.0,W,E,7.0,20.0,90.0,69.0,1020.9,1023.5,,,19.2,22.3,Yes,Yes
2013-01-04,Melbourne,19.6,27.3,0.0,,,S,37.0,SSE,S,26.0,20.0,71.0,52.0,1012.7,1010.4,,,25.1,27.6,No,No
2014-08-26,MelbourneAirport,8.7,17.8,0.0,,,N,48.0,NNW,NNE,11.0,24.0,64.0,59.0,1025.1,1025.7,,,11.1,14.2,No,No
2013-07-14,Mildura,21.8,23.3,0.0,4.6,8.4,NW,39.0,NW,WNW,0.0,17.0,66.0,67.0,1017.3,1015.2,4.0,7.0,18.2,23.2,No,Yes
2011-11-05,Newcastle,9.2,21.3,0.0,2.8,4.2,ESE,35.0,E,WSW,9.0,20.0,51.0,52.0,1006.2,1007.9,7.0,2.0,17.8,21.7,No,No
2011-01-07,Albany,15.2,23.5,0.0,,,S,15.0,SSE,SSE,20.0,15.0,80.0,70.0,1006.3,1008.6,,,11.2,21.2,No,No
2014-07-09,Uluru,1.9,22.7,0.0,,,SW,19.0,SW,SW,9.0,28.0,75.0,71.0,1011.6,1017.7,7.0,7.0,19.5,21.5,No,Yes
2013-08-24,Katherine,8.7,27.0,0.0,,,WSW,26.0,E,ENE,26.0,26.0,71.0,59.0,1013.8,1018.7,,,19.6,28.5,No,No
2010-09-08,Albany,16.0,25.4,0.0,8.6,8.0,W,19.0,E,W,30.0,37.0,61.0,65.0,1009.7,1012.6,0.0,7.0,20.6,24.1,No,No
2017-03-16,Darwin,19.1,23.3,0.0,,,SE,18.0,,,9.0,11.0,66.0,43.0,1016.5,1016.1,,,11.9,21.1,No,Yes
2009-01-10,Cobar,4.0,23.4,0.0,,,N,30.0,WSW,WNW,13.0,26.0,,,,,8.0,8.0,11.8,22.6,No,No
2013-12-06,SalmonGums,18.5,27.5,0.0,,,N,24.0,WSW,S,9.0,28.0,57.0,37.0,1020.3,1021.7,7.0,6.0,22.7,26.9,No,Yes
2010-04-04,Albury,9.9,22.9,0.0,,,E,34.0,E,NNW,4.0,7.0,66.0,63.0,1020.3,1021.4,,,13.4,21.6,No,No
2017-04-05,Nhil,13.5,28.9,0.0,,10.8,ESE,,SE,NE,11.0,7.0,65.0,62.0,1012.7,1012.2,,1.0,24.1,21.2,No,No
2017-07-26,Cobar,10.4,11.5,0.0,,,NNE,46.0,ESE,ESE,9.0,30.0,64.0,38.0,1014.7,1015.5,,,12.2,11.3,No,No
2015-05-25,Dartmoor,9.2,19.0,0.0,,,W,30.0,SE,E,9.0,17.0,95.0,72.0,1011.1,1018.7,2.0,8.0,13.3,18.3,No,No
2013-05-04,Cobar,20.6,25.1,0.0,,,SSE,54.0,S,SSE,24.0,6.0,75.0,53.0,1017.9,1019.8,,,22.6,24.0,Yes,Yes
2012-06-20,Albury,12.5,25.0,0.0,,,ESE,33.0,,ENE,13.0,15.0,78.0,72.0,1010.8,1016.3,,,18.4,24.6,Yes,Yes
2013-08-14,Canberra,20.6,20.2,0.0,3.2,6.0,ESE,39.0,ESE,ESE,13.0,33.0,76.0,57.0,1015.9,1015.4,7.0,6.0,13.7,19.0,Yes,Yes
2014-05-20,Launceston,19.7,28.5,0.0,,,,,NE,,,,,,,,,,22.5,,Yes,Yes
2016-07-18,Adelaide,15.6,24.9,0.0,0.0,4.2,SE,53.0,SSE,SE,19.0,15.0,94.0,91.0,1013.5,1015.4,,,15.4,22.1,No,Yes
2010-09-07,Hobart,6.5,14.5,0.0,4.2,,NW,,WNW,S,4.0,28.0,,,1012.9,1011.1,,,13.0,,Yes,Yes
2016-06-21,Richmond,12.6,30.4,0.0,3.6,0.0,SSE,20.0,S,S,15.0,7.0,43.0,46.0,1021.0,1012.7,,,12.4,28.7,No,No
2016-04-16,SalmonGums,3.7,11.8,0.0,,,S,41.0,S,S,11.0,22.0,53.0,20.0,1032.0,1024.4,0.0,0.0,10.1,12.7,No,No
2013-01-12,Penrith,8.4,18.1,0.0,4.0,11.5,WSW,19.0,SSE,W,19.0,13.0,78.0,60.0,1013.6,1013.3,7.0,,22.6,18.6,No,No
2014-04-01,Katherine,19.0,24.9,0.0,1.6,8.5,SSE,52.0,WSW,WSW,8.0,13.0,76.0,74.0,1013.3,1013.0,1.0,1.0,11.4,21.5,No,No
2013-08-20,Sale,13.2,28.2,0.0,,,,,ESE,SSE,19.0,26.0,59.0,100.0,,,,,14.1,26.5,Yes,Yes
2013-08-18,Albany,13.3,21.7,0.0,3.2,3.6,SE,26.0,SSE,SE,9.0,19.0,68.0,67.0,1022.5,1015.7,6.0,3.0,7.8,17.8,Yes,Yes
2016-03-25,Woomera,5.2,13.3,0.0,,,N,31.0,NW,WNW,11.0,10.0,89.0,83.0,1013.8,1012.6,,,12.8,13.2,No,No
2012-03-07,Williamtown,22.8,28.0,0.6,,,E,33.0,ESE,ESE,4.0,24.0,68.0,22.0,1014.4,1008.7,,,17.2,26.3,Yes,Yes
2011-07-03,GoldCoast,17.8,30.5,0.0,4.2,,NNW,45.0,N,N,24.0,20.0,66.0,62.0,1022.4,1025.1,2.0,,28.8,27.6,No,No
2015-08-03,Perth,20.6,21.5,0.2,,,W,19.0,SE,W,15.0,9.0,39.0,39.0,1013.9,1010.3,,,19.5,21.9,No,No
2009-12-07,MelbourneAirport,14.7,18.1,0.0,,,SSW,,SSW,NW,24.0,23.0,99.0,53.0,1130.0,1016.4,,,17.7,17.8,No,No
2016-05-01,Williamtown,10.6,16.4,0.0,7.0,,S,36.0,SSW,SSW,11.0,20.0,69.0,64.0,1022.8,1021.3,4.0,8.0,9.8,13.9,No,No
2011-07-04,Richmond,17.7,20.6,1.2,4.0,11.2,W,30.0,ESE,SE,20.0,26.0,41.0,57.0,1013.6,1013.5,1.0,1.0,24.9,19.8,Yes,Yes
2015-11-05,Uluru,15.1,26.0,0.0,,,NNW,33.0,NNW,NNW,6.0,22.0,60.0,41.0,,,,,25.4,26.7,No,Yes
2013-07-30,Watsonia,28.2,30.1,0.0,5.6,,SSW,37.0,SSW,SSW,9.0,4.0,75.0,57.0,1012.0,1016.3,,,26.6,25.6,No,No
2017-02-06,Cobar,16.3,21.6,0.0,,,E,37.0,NNE,E,9.0,35.0,,,1023.6,1021.7,,,15.5,22.5,No,No
2009-05-14,SalmonGums,5.5,17.0,0.4,5.6,6.4,SSE,33.0,S,SSE,6.0,26.0,72.0,76.0,1025.1,1020.9,6.0,4.0,10.4,18.8,Yes,Yes
2015-06-19,Ballarat,15.9,37.1,0.0,,,E,19.0,NE,W,9.0,22.0,94.0,53.0,1015.1,1013.0,,,19.2,19.2,No,Yes
2012-12-24,Witchcliffe,0.0,26.6,0.2,,,ESE,34.0,SE,SE,9.0,17.0,64.0,30.0,1017.9,1011.2,,,22.2,25.5,No,No
2015-03-20,Wollong,6.4,10.6,0.0,,,NNE,39.0,NNE,NNE,9.0,7.0,,,1032.5,1026.5,3.0,4.0,9.8,9.1,No,No
2012-03-12,Albany,9.3,20.1,0.0,,,E,24.0,W,NW,7.0,9.0,,,1017.9,1017.9,,,12.1,17.7,No,No
2010-02-12,Witchcliffe,8.6,21.0,0.0,,,,54.0,SW,SW,22.0,22.0,46.0,52.0,1015.5,1013.4,,,14.5,20.3,Yes,No
2011-07-22,Albany,10.5,11.8,0.0,,,WSW,39.0,W,WNW,15.0,22.0,69.0,46.0,1015.7,1010.6,,,10.5,10.4,No,No
2009-05-04,GoldCoast,13.0,19.3,0.0,,,NW,35.0,WNW,WNW,0.0,13.0,72.0,33.0,1028.5,1025.4,,,12.0,19.5,No,No
2009-10-10,Darwin,11.9,15.0,0.0,6.4,5.0,SSE,38.0,SE,SSE,20.0,17.0,100.0,46.0,1014.7,1009.2,6.0,7.0,13.7,16.8,No,No
2013-05-16,Watsonia,7.0,14.1,0.2,,,NW,31.0,SE,SE,13.0,15.0,79.0,78.0,1018.3,1010.0,,,13.8,13.9,No,No
2013-07-25,Melbourne,7.6,16.4,0.0,,,WNW,45.0,WSW,WSW,28.0,15.0,74.0,74.0,1026.1,1025.8,,,8.6,16.5,No,No
2016-01-22,SydneyAirport,15.1,21.9,0.0,,,W,35.0,W,WSW,2.0,9.0,84.0,63.0,1020.4,1022.1,,,16.0,21.1,No,Yes
2013-04-16,Wollongongong,11.1,23.9,0.0,,,SE,38.0,S,NNW,17.0,20.0,98.0,98.0,1008.6,1005.2,,,20.1,22.1,No,No
2015-01-04,MountGinini,16.0,20.6,0.2,4.0,10.0,NNE,31.0,NNW,NNE,23.0,30.0,88.0,82.0,1018.9,1014.4,8.0,6.0,20.6,20.7,No,No
2011-03-09,Richmond,8.3,14.7,0.2,,,WSW,20.0,SW,SW,11.0,13.0,,,1015.5,1019.7,,,15.2,16.2,Yes,Yes
2015-09-03,Newcastle,19.8,26.0,0.0,,,S,31.0,SSE,S,0.0,0.0,71.0,63.0,1025.8,1020.7,,,25.4,23.6,No,No
2012-07-02,PerthAirport,3.2,23.2,0.0,3.2,12.1,E,31.0,ESE,ESE,6.0,21.0,75.0,82.0,1021.9,1020.7,3.0,3.0,12.1,21.4,No,No
2013-11-15,Melbourne,11.2,29.2,0.0,6.6,,W,43.0,S,SSE,13.0,17.0,56.0,74.0,1019.8,1010.0,6.0,6.0,20.9,23.6,No,No
2015-06-19,Hobart,11.0,13.0,0.0,,,SSW,37.0,NE,SSW,13.0,9.0,99.0,65.0,1024.9,1001.2,8.0,8.0,12.6,13.0,No,No
2010-03-25,Darwin,19.4,29.2,0.0,,,WNW,,ESE,W,19.0,,70.0,54.0,1015.2,1016.2,,,20.8,22.1,No,No
2015-05-12,MountGinini,7.0,15.8,2.2,8.8,8.6,NNE,20.0,NNW,N,17.0,11.0,48.0,49.0,1014.8,1015.3,8.0,8.0,9.8,13.8,Yes,No
2015-11-05,Townsville,17.2,23.8,0.0,,,,,,NE,,,78.0,61.0,,,,,20.0,22.9,No,Yes
2013-02-03,Ballarat,9.4,18.7,0.2,,,SSW,45.0,WSW,NNE,20.0,6.0,73.0,46.0,1019.3,1017.1,,,12.4,13.7,No,No
2015-01-30,PearceRAAF,7.6,29.0,0.0,2.0,,E,28.0,S,S,20.0,20.0,54.0,43.0,1017.8,1014.7,,,28.9,27.0,No,No
2014-06-05,Ballarat,16.2,33.9,0.0,,,W,35.0,WNW,WNW,9.0,11.0,87.0,50.0,1018.7,1010.5,7.0,7.0,22.6,30.0,Yes,Yes
2009-02-03,Witchcliffe,8.3,15.9,0.0,,,S,30.0,SW,S,2.0,24.0,95.0,79.0,1020.9,1020.8,,,8.5,15.6,No,Yes
2015-05-13,Sydney,16.8,15.3,,,,N,39.0,N,N,19.0,20.0,65.0,54.0,1017.9,1012.7,,,13.7,14.0,No,No
2015-02-24,Cobar,17.1,28.4,0.0,,,NW,54.0,NW,NW,0.0,22.0,55.0,57.0,1022.2,1015.4,,,25.7,26.4,Yes,Yes
2015-07-07,Portland,13.0,20.0,0.0,,,,,,,24.0,,,,,,,,19.5,18.0,No,No
2013-02-21,Wollongong,3.5,19.9,1.0,,,ENE,43.0,S,E,13.0,17.0,76.0,60.0,1018.9,1019.2,1.0,2.0,18.3,18.8,No,No
2013-10-16,Bendigo,3.7,19.1,0.0,0.8,3.6,NNE,39.0,SE,N,17.0,20.0,92.0,65.0,1008.3,1015.5,8.0,8.0,7.8,15.6,No,No
2015-07-30,Sydney,8.0,34.7,2.0,,,ESE,31.0,N,E,22.0,26.0,68.0,76.0,1020.6,1016.5,1.0,,17.0,35.5,No,No
2013-08-13,NorahHead,9.9,15.5,0.0,,,SSW,36.0,NNW,W,19.0,31.0,60.0,35.0,1014.7,1010.0,,,15.9,13.2,No,No
2010-11-19,PerthAirport,9.2,22.5,0.0,,,W,22.0,WSW,S,17.0,17.0,90.0,74.0,1009.8,1009.2,,,12.5,19.3,No,No
2009-09-26,Townsville,13.7,28.8,0.0,,,ESE,44.0,ESE,ESE,19.0,24.0,77.0,50.0,1017.2,1012.5,,,22.8,27.2,No,No
2009-11-23,Melbourne,12.3,16.3,0.0,,8.7,WSW,52.0,SW,ESE,19.0,17.0,44.0,67.0,1002.7,1007.9,,,15.8,16.6,No,No
2012-02-18,Sydney,9.0,17.2,0.0,,,,,SW,,9.0,13.0,66.0,67.0,,,,,16.3,17.8,Yes,Yes
2010-12-06,Adelaide,6.3,26.8,0.0,,,ESE,35.0,SSW,ESE,11.0,19.0,89.0,74.0,1012.8,1011.8,,,22.1,22.5,No,Yes
2014-11-13,Albury,26.1,24.4,0.0,5.8,11.3,SSW,41.0,ESE,ENE,54.0,22.0,89.0,72.0,1018.6,1018.6,8.0,6.0,25.1,25.4,No,No
2013-04-13,SalmonGums,10.6,18.2,0.0,,,W,51.0,SSW,WNW,22.0,14.0,81.0,55.0,1023.9,1023.4,8.0,8.0,14.5,18.3,No,No
2014-07-03,Witchcliffe,11.1,18.0,0.0,,,NNE,31.0,NNE,NNW,24.0,19.0,50.0,50.0,1012.5,1010.8,,,12.4,18.8,No,Yes
2013-06-23,Canberra,21.6,1011.5,0.0,,,E,24.0,N,ESE,13.0,9.0,59.0,100.0,1018.9,1013.3,0.0,0.0,21.4,100.6,No,No
2011-01-23,Townsville,1.1,18.5,4.8,,,,30.0,,ENE,9.0,17.0,72.0,71.0,,,2.0,,8.8,16.0,No,No
2012-12-08,SalmonGums,5.4,22.2,4.0,,,W,30.0,N,NNE,6.0,2.0,61.0,52.0,1021.8,1020.2,,,13.4,20.4,Yes,Yes
2012-01-08,Mildura,9.0,16.9,0.0,2.3,,S,20.0,SSE,SSE,13.0,3.0,79.0,67.0,1027.9,1028.2,0.0,0.0,9.4,16.3,No,No
2010-06-19,Cairns,14.5,24.9,0.0,,,NE,44.0,N,NE,9.0,11.0,54.0,57.0,1008.2,1006.5,6.0,7.0,21.2,24.6,Yes,No
2012-02-31,SalmonGums,16.7,21.4,0.0,,,NNW,60.0,WNW,W,0.0,0.0,50.0,100.0,1023.5,1021.2,,,15.3,21.5,No,No
2015-03-07,Albany,20.2,31.3,0.0,,,WNW,39.0,SW,W,13.0,19.0,100.0,54.0,1011.8,1017.6,,,23.3,28.0,No,Yes
2016-05-07,GoldCoast,11.1,26.7,0.0,4.2,,ENE,,E,E,0.0,,80.0,64.0,,,,,20.0,25.4,Yes,No
2013-11-21,WaggaWagga,11.4,21.2,0.0,,,,45.0,,,11.0,17.0,60.0,43.0,1026.8,1015.0,,,19.3,20.7,No,No
2016-03-02,Darwin,9.2,18.5,0.0,3.0,13.2,WSW,51.0,NNW,W,11.0,9.0,68.0,43.0,1020.8,1014.4,4.0,5.0,11.2,15.1,No,Yes
2015-06-21,SalmonGums,13.1,17.5,0.0,,,,,,,,,63.0,62.0,,,,,13.0,16.9,No,No
2014-05-24,Moree,11.4,23.0,0.0,,15.5,E,30.0,NW,E,20.0,20.0,92.0,44.0,1014.2,1019.2,,,17.6,21.4,Yes,Yes
2011-07-02,Williamtown,12.7,33.7,0.0,,,ESE,38.0,NE,ENE,28.0,22.0,99.0,92.0,1019.0,1018.5,3.0,,22.5,31.4,No,No
2013-11-30,Sydney,13.6,24.8,0.0,4.3,12.2,SSE,43.0,S,S,11.0,22.0,87.0,83.0,1022.4,1022.2,8.0,,12.4,17.2,Yes,Yes
2015-03-14,Hobart,6.4,15.7,17.6,3.2,9.0,WSW,43.0,NW,NW,14.0,20.0,81.0,33.0,1019.3,1015.0,2.0,7.0,13.2,15.6,No,Yes
2013-04-08,Dartmoor,11.1,19.2,0.2,,,W,25.0,N,NW,11.0,17.0,41.0,39.0,1015.0,1013.6,,,20.4,19.6,Yes,Yes
2009-10-19,CoffsHarbour,7.5,31.3,0.0,,,W,30.0,WNW,WNW,13.0,31.0,81.0,48.0,1008.6,1008.5,8.0,1.0,19.6,28.5,No,No
2009-11-19,Portland,13.7,17.2,0.0,,,,,NNW,NNW,6.0,28.0,,,1024.2,1027.2,9.0,8.0,15.8,19.6,,No
2011-06-23,Nhil,22.5,33.0,0.0,6.0,,ENE,46.0,ENE,S,17.0,13.0,74.0,67.0,1016.1,1016.1,8.0,2.0,22.1,32.3,No,No
2013-08-20,SalmonGums,14.4,22.4,0.0,,,W,,W,W,13.0,41.0,75.0,81.0,,,,,22.4,23.2,No,No
2013-11-30,Tuggeranong,6.6,28.8,6.0,,,WSW,39.0,SW,WSW,15.0,19.0,74.0,42.0,1003.5,1005.7,,,26.1,29.6,No,No
2017-10-16,Portland,21.3,30.7,0.0,,,N,37.0,NNE,N,7.0,9.0,74.0,76.0,1019.5,1014.7,6.0,1.0,11.6,25.3,Yes,Yes
2011-12-09,Richmond,7.6,16.5,0.2,,,N,72.0,N,N,22.0,26.0,,61.0,,,,,15.8,15.3,No,No
2015-12-10,MelbourneAirport,11.0,15.6,0.0,,8.0,SE,30.0,NNW,E,9.0,9.0,65.0,63.0,1011.7,1013.4,,,12.2,15.7,No,No
2013-07-20,MountGinini,20.7,21.1,1.2,0.3,1.2,S,48.0,SSE,SSE,24.0,22.0,44.0,42.0,1020.5,1012.0,1.0,1.0,13.2,22.1,No,No
2008-02-19,Cobar,6.2,14.7,0.0,,,SW,41.0,WSW,WSW,7.0,7.0,86.0,30.0,,,,,5.8,13.0,No,No
2013-05-04,NorahHead,,31.3,0.0,,,NNW,41.0,NNW,Nhil,24.0,27.0,63.0,44.0,1010.4,1018.4,,,18.5,29.0,No,No
2016-05-24,MelbourneAirport,1.0,15.7,0.6,,,,,W,NW,,,98.0,50.0,1023.4,1020.5,,,13.6,20.4,No,No
2013-03-16,SydneyAirport,10.4,21.8,0.4,7.0,3.8,,,E,W,11.0,22.0,55.0,,1027.6,1025.8,7.0,7.0,10.2,19.0,No,No
2011-01-21,MelbourneAirport,10.6,20.7,0.0,,,WSW,33.0,W,WNW,13.0,22.0,72.0,66.0,1016.3,1010.1,,,15.6,19.8,No,Yes
2009-02-05,Darwin,13.4,20.6,0.0,,,E,26.0,WNW,E,22.0,31.0,52.0,57.0,1016.4,1014.5,2.0,2.0,15.1,20.5,No,No
2017-08-06,NorfolkIsland,,19.3,0.0,,,S,,S,S,,,,,1019.8,1010.0,,,19.5,19.2,No,No
2015-05-28,Albury,13.5,30.5,0.0,,,E,52.0,ESE,ENE,13.0,15.0,62.0,31.0,1019.1,1012.5,,,23.2,22.9,Yes,Yes
2009-04-14,MelbourneAirport,12.0,24.8,0.0,,,,,,,,0.0,51.0,73.0,,,,,20.8,15.7,No,No
2015-02-04,Albury,20.4,23.0,0.8,,6.6,WNW,35.0,W,WSW,13.0,15.0,68.0,52.0,1014.0,1014.9,,,16.6,21.7,More,Yes
2011-05-16,Dartmoor,4.3,17.6,0.0,,,NNE,43.0,WNW,WSW,9.0,9.0,61.0,65.0,1011.6,1017.7,,,12.6,14.3,No,Yes
2017-02-03,MountGambier,11.9,17.5,2.4,,8.7,E,35.0,,E,30.0,30.0,46.0,44.0,1012.4,1014.2,,,14.3,16.4,No,No
2009-11-13,Bendigo,7.0,16.4,0.0,,,NNW,27.0,NNW,NNW,17.0,20.0,52.0,81.0,1009.7,1017.4,,,14.1,15.4,No,No
2012-07-13,Walpole,2.5,22.4,0.0,,,ENE,28.0,ESE,ENE,13.0,23.0,58.0,44.0,1015.6,1019.6,,,15.0,19.9,No,No
2012-01-21,Launceston,12.1,18.8,,,,WNW,54.0,W,WNW,8.0,9.0,59.0,64.0,1023.0,1023.1,7.0,7.0,17.6,18.9,No,No
2017-09-18,Albany,13.9,21.9,0.0,,,E,31.0,ESE,ESE,9.0,13.0,69.0,76.0,1023.5,1021.4,,,22.5,20.0,No,No
2012-02-21,Brisbane,18.2,20.9,0.0,,,NNW,37.0,ENE,NNW,9.0,17.0,47.0,55.0,1015.5,1016.9,,,15.9,18.9,No,No
2013-04-20,NorfolkIsland,9.9,15.3,0.0,1.8,9.5,NE,33.0,NNW,E,0.0,9.0,73.0,68.0,1011.3,1012.2,,,10.1,15.4,No,Yes
2009-01-23,Witchcliffe,0.0,18.3,0.0,,,WSW,43.0,WNW,N,13.0,12.0,68.0,54.0,,,,,15.4,15.5,,No
2010-05-03,Witchcliffe,17.3,30.3,0.0,6.2,5.2,SW,28.0,W,WSW,7.0,14.0,66.0,56.0,1020.4,1018.6,0.0,2.0,29.3,31.8,Yes,Yes
2017-08-05,Adelaide,11.0,18.4,0.0,,,WNW,67.0,NNE,WNW,6.0,2.0,63.0,52.0,1017.8,1018.6,8.0,6.0,12.9,14.7,No,No
2015-01-15,Wollongong,12.5,18.6,0.0,,,WSW,39.0,S,SW,11.0,13.0,87.0,43.0,1018.5,1011.3,2.0,7.0,13.3,17.7,Yes,Yes
2014-07-05,MelbourneAirport,11.0,19.0,0.0,3.4,11.5,,39.0,,,9.0,19.0,60.0,39.0,1013.5,1015.2,,,5.0,17.9,Yes,Yes
2009-06-16,Penrith,8.2,14.2,0.0,,,NE,,NNW,NE,11.0,22.0,72.0,69.0,1022.0,1021.0,,,11.3,13.8,No,Yes
2011-03-29,Albury,15.7,31.7,0.0,,,NNW,46.0,E,ESE,19.0,20.0,79.0,41.0,1016.5,1013.5,,,25.2,30.6,No,No
2015-02-01,SalmonGums,6.2,20.1,0.0,,,S,48.0,SSE,SSE,7.0,11.0,50.0,30.0,,,,,20.3,20.0,No,No
2009-03-27,GoldCoast,7.0,18.5,1.2,1.0,10.9,N,31.0,N,WSW,9.0,11.0,94.0,61.0,1019.9,1019.6,6.0,8.0,16.1,18.0,No,No
2011-03-22,Williamtown,9.8,19.9,0.0,,,,,NNW,NNE,5.0,,85.0,,,,,,13.4,16.7,No,No
2012-01-01,Portland,16.3,26.2,0.0,,,W,31.0,N,NNW,9.0,19.0,56.0,62.0,1011.6,1014.5,,,20.1,22.9,No,No
2012-12-23,Sydney,9.6,19.6,0.0,4.0,,W,31.0,W,W,28.0,28.0,60.0,41.0,1019.4,1028.6,,,11.2,16.8,No,No
2014-05-08,Newcastle,,,,4.7,,,,,NW,13.0,,,,,,,,9.0,,No,Yes
2009-02-18,Albury,17.1,24.1,0.2,1.2,,WNW,56.0,WSW,WSW,22.0,35.0,89.0,62.0,1016.4,1016.1,3.0,2.0,18.0,22.9,No,No
2016-08-02,Albury,13.0,20.6,0.0,7.0,9.4,SE,57.0,SW,SE,9.0,17.0,98.0,63.0,1028.3,1010.4,,,17.5,19.8,No,No
2012-05-27,Bendigo,15.4,20.7,0.0,2.0,,S,33.0,SW,W,6.0,17.0,54.0,70.0,1010.1,1023.3,,,16.1,18.3,No,No
2011-03-17,Woomera,2.3,31.7,0.2,2.6,6.2,WNW,33.0,NNW,WNW,4.0,20.0,80.0,51.0,1004.2,1006.2,5.0,3.0,28.9,29.2,No,No
2011-11-20,Sydney,11.5,16.5,0.0,,,E,37.0,SW,E,4.0,4.0,79.0,33.0,1019.6,1015.6,7.0,7.0,12.4,14.8,No,No
2014-05-02,Canberra,11.4,21.3,0.0,,,W,26.0,S,W,15.0,26.0,44.0,37.0,,,,,17.2,21.0,No,No
2013-07-20,MountGambier,15.6,21.8,0.0,,11.6,W,39.0,E,ESE,9.0,11.0,81.0,46.0,1015.3,1011.4,,,17.2,21.2,No,No
2014-04-22,Ballarat,7.2,20.8,0.0,,,E,39.0,E,E,35.0,26.0,70.0,56.0,1025.1,1022.6,8.0,1.0,16.2,17.1,No,No
2015-02-06,Penrith,7.1,12.5,0.0,,,W,24.0,W,WSW,13.0,15.0,75.0,37.0,1020.6,1027.2,,,10.5,11.5,No,No
2017-09-17,Woomera,11.1,18.4,1.2,,,ENE,29.0,NE,ENE,0.0,0.0,73.0,70.0,1026.2,1021.2,8.0,8.0,16.8,18.7,No,No
2015-08-21,BadgerysCreek,12.3,25.4,0.0,,,WSW,,WSW,WSW,2.0,11.0,63.0,,,,2.0,1.0,18.0,24.4,No,No
2014-01-11,Hobart,10.7,14.2,0.0,,,E,39.0,E,W,15.0,15.0,99.0,69.0,1016.2,1010.9,,,10.3,13.0,No,No
2009-11-01,Woomera,7.0,13.6,0.0,,11.0,S,,S,S,9.0,20.0,72.0,,1026.9,1030.4,,,11.4,13.5,Yes,No
2016-10-03,Woomera,6.8,27.2,0.0,8.2,8.1,WNW,33.0,NNE,W,11.0,11.0,50.0,33.0,1008.5,1008.2,8.0,8.0,20.8,24.4,No,No
2015-08-16,Albany,4.4,20.7,0.0,1.0,0.0,,,,NW,9.0,11.0,70.0,69.0,1020.1,1010.8,,,10.7,18.9,No,No
2015-02-16,Williamtown,9.0,19.8,0.0,2.0,,,31.0,,,9.0,26.0,78.0,72.0,1009.5,1003.9,,,9.7,16.6,Yes,No
2014-03-08,Portland,1.8,18.9,0.0,,,SW,33.0,W,SW,13.0,25.0,68.0,54.0,1016.5,1006.6,,,15.4,18.2,No,No
2015-05-01,Adelaide,6.7,13.2,0.2,,,E,35.0,E,ESE,6.0,9.0,99.0,57.0,,,,,13.6,13.3,No,No
2009-08-01,Cairns,19.6,20.9,0.0,15.2,10.7,E,24.0,ENE,E,9.0,11.0,70.0,44.0,1013.6,1011.3,8.0,8.0,22.5,17.6,No,No
2010-06-16,Albany,21.3,30.4,7.4,,,ENE,22.0,E,ENE,17.0,13.0,92.0,52.0,1018.7,1013.7,,,21.0,29.9,No,No
2015-05-05,Cairns,3.5,17.0,0.0,,,S,54.0,SSE,S,24.0,28.0,95.0,50.0,1023.8,1022.6,0.0,5.0,16.4,17.1,No,No
2013-08-19,Witchcliffe,11.5,15.1,0.0,,,W,31.0,SW,NE,17.0,24.0,85.0,65.0,,,,,16.5,19.5,No,No
2016-05-01,Townsville,15.2,19.2,0.0,,,W,47.0,SE,WSW,11.0,0.0,69.0,78.0,1015.0,1014.9,0.0,1.0,19.9,18.1,Yes,Yes
2015-03-14,Albany,13.1,28.7,0.0,,,W,19.0,SSW,NW,24.0,20.0,64.0,31.0,1017.9,1019.2,,,23.1,25.8,No,No
2016-01-28,Bendigo,9.0,23.4,0.0,,,N,33.0,WNW,ESE,13.0,13.0,79.0,41.0,,,,,21.6,23.5,No,No
2016-05-16,Woomera,14.5,17.0,0.0,,,SSE,41.0,SSE,S,28.0,28.0,89.0,90.0,1017.2,1012.6,,,16.6,17.9,No,No
2014-10-07,NorahHead,9.8,20.7,0.0,2.0,,NNW,44.0,NW,NE,24.0,28.0,70.0,75.0,1005.0,1008.8,7.0,6.0,10.6,19.6,No,No
2010-12-07,Perth,16.0,27.8,0.0,2.7,10.7,ENE,43.0,E,E,6.0,20.0,71.0,41.0,1027.4,1020.3,4.0,3.0,22.6,25.8,Yes,No
2012-05-20,NorfolkIsland,25.3,33.0,0.0,,,NNW,50.0,NW,N,4.0,11.0,72.0,32.0,1018.8,1012.5,3.0,3.0,23.4,25.6,No,No
2017-09-29,Sydney,5.2,18.1,0.0,,,S,39.0,N,SE,22.0,24.0,81.0,75.0,1013.4,1020.9,,,11.8,14.5,No,No
2015-11-31,Townsville,14.8,16.4,2.4,,,SSW,30.0,SSE,S,7.0,17.0,,60.0,1008.9,1008.9,7.0,7.0,16.5,12.3,No,Yes
2012-04-17,Ballarat,6.0,30.6,0.0,,,C,31.0,NW,NW,24.0,19.0,70.0,20.0,1012.6,1004.3,,,11.7,19.3,No,No
2011-08-05,Dartmoor,8.3,19.0,0.2,,,SSE,41.0,W,SSE,19.0,26.0,86.0,20.0,1026.2,1027.8,,,15.4,17.9,No,No
2016-03-25,MountGinini,15.3,29.1,0.0,,,NE,43.0,N,NNW,15.0,24.0,54.0,60.0,1018.4,1014.7,2.0,2.0,23.0,30.5,No,No
