Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,0.0,23.0,477.0,0.0,0.033333333,0.0,0.0,May,2.0,8.0,3.0,1.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,7.0,796.5,0.0,0.011666667,0.0,0.0,Nov,2.0,5.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,472.0,0.0,0.01047619,0.0,0.0,Nov,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
3.0,12.0,0.0,0.0,16.0,0.0,0.0,0.05,0.0,0.0,Nov,1.0,1.0,2.0,3.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,479.7,0.0,0.08,0.0,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,1198.0,0.0,0.025,0.0,0.0,Nov,1.0,1.0,6.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.05,0.0,0.0,Dec,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.030769231,0.0,0.0,May,2.0,2.0,6.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,26.0,13.0,0.2,0.2,0.0,0.0,May,2.0,2.0,3.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,15.0,1350.966667,0.0,0.033333333,0.0,0.0,May,3.0,2.0,1.0,7.0,Returning_Visitor,False,False
7.0,70.0,0.0,0.0,16.0,1256.5833333,0.0,0.033333333,33.09958462,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
1.0,6.0,0.0,0.0,47.0,15.0,0.0,0.04,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,806.0,0.0,0.02,0.0,0.0,Nov,1.0,1.0,1.0,2.0,New_Visitor,False,False
3.0,2.5,0.0,0.0,2.0,0.0,0.0,0.05,0.0,0.0,May,3.0,1.0,1.0,1.0,Returning_Visitor,False,False
5.0,10.0,0.0,0.0,3.0,616.0,0.0,0.039684524,0.0,0.0,May,2.0,2.0,2.0,3.0,Returning_Visitor,False,False
6.0,105.5,0.0,0.0,3.0,838.0929293,0.0,0.1,0.0,0.0,May,2.0,2.0,1.0,10.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,1246.6666667,0.001111111,0.001111111,0.0,0.0,Nov,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,65.0,0.0,0.02,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
3.0,23.5,0.0,0.0,37.0,576.5,0.0,0.2,0.0,0.0,May,3.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,0.0,0.00625,0.016666667,0.0,0.0,May,1.0,1.0,3.0,2.0,Returning_Visitor,False,True
1.0,0.0,0.0,0.0,26.0,0.0,0.06,0.05,0.0,0.0,Mar,2.0,2.0,5.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,394.8333333,0.0,0.0075,0.0,0.8,Nov,1.0,2.0,1.0,3.0,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,1.0,11.0,0.031428571,0.0,0.0,0.0,Nov,3.0,2.0,7.0,5.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,27.0,0.0,0.0,0.0,0.0,Dec,2.0,2.0,2.0,2.0,New_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,605.0,0.033333333,0.017827772,0.0,0.0,Nov,2.0,2.0,1.0,6.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,27.0,0.0,0.066666667,0.013333333,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
3.0,72.5,0.0,0.0,17.0,462.4,0.0,0.0425,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,2.0,0.0,9.0,896.2,0.0,0.033333333,0.0,0.0,Dec,2.0,4.0,3.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,543.272727,0.0,0.066666667,0.0,0.0,May,5.0,2.0,3.0,6.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,40.0,27.0,0.0,0.0294285714,0.0,0.0,Dec,2.0,2.0,3.0,10.0,Returning_Visitor,False,False
0.0,0.0,2.0,3.0,4.0,941.9583329,0.0,0.012857143,0.0,0.0,Nov,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.025,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,1316.4,0.0,0.013333333,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,495.0,0.0,0.015,0.0,0.0,Mar,2.0,2.0,1.0,10.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.01,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.007777778,0.0,0.0,Nov,2.0,2.0,3.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,43.0,654.0,0.0,0.018142857,0.0,0.0,Mar,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,652.8333333,0.0,0.033333333,0.0,0.0,May,3.0,5.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,833.1666667,0.002777778,0.066666667,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.1,0.0,0.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,14.0,1480.0,0.0,0.066666667,0.0,0.0,May,2.0,2.0,2.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,29.5,0.0,0.014285714,0.0,0.0,Nov,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.02274615,0.0,0.0,Mar,2.0,2.0,8.0,6.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.056666667,0.0,0.0,Dec,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
9.0,1014.0,0.0,0.0,3.0,854.0307692,0.0,0.015867693,0.0,0.0,May,2.0,2.0,7.0,2.0,Returning_Visitor,False,False
2.0,33.8333333,2.0,13.0,33.0,692.7,0.0,0.011666667,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.015285714,0.8,0.0,Dec,1.0,1.0,1.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,20.0,49.0,0.066666667,0.01091111111,0.0,0.0,May,3.0,5.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.066666667,0.0,0.0,Dec,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,18.0,0.0,0.033333333,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Nov,2.0,2.0,7.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,1878.788889,0.0,0.0,0.0,0.0,Mar,2.0,2.0,1.0,3.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.033333333,0.0,0.0,May,2.0,2.0,1.0,13.0,Returning_Visitor,False,False
8.0,131.0,0.0,0.0,23.0,909.0,0.0,0.033333333,0.0,0.0,Mar,1.0,2.0,4.0,3.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.033333333,0.0,0.0,Mar,1.0,2.0,6.0,8.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,29.5,0.2,0.2,0.0,0.0,Nov,3.0,2.0,2.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,688.0,0.0,0.01,0.0,0.0,Nov,4.0,1.0,1.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,2.0,22.5,0.0,0.014285714,0.0,0.0,May,2.0,2.0,2.0,4.0,Returning_Visitor,False,True
1.0,1.0,0.0,0.0,6.0,541.0,0.0,0.0090294,0.0,0.0,May,1.0,1.0,3.0,3.0,Returning_Visitor,True,False
3.0,3.0,1.0,0.0,25.0,462.383333,0.004816667,0.012778751,0.0,0.0,May,2.0,3.0,5.0,1.0,Returning_Visitor,False,False
4.0,0.0,8.0,12.0,29.0,1573.1666667,0.0,0.03,0.0,0.0,May,2.0,4.0,3.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,977.0,0.010538462,0.042857143,0.0,0.0,Oct,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,14.0,0.0,0.0071428,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,605.2907889,0.00952346,0.01083333,0.0,0.0,Mar,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.033333333,0.0,0.0,Dec,2.0,2.0,3.0,5.0,Returning_Visitor,False,False
2.0,556.0833333,0.0,0.0,9.0,805.8333333,0.0,0.015555556,0.0,0.0,Nov,1.0,1.0,1.0,2.0,Returning_Visitor,True,False
4.0,8.0,0.0,0.0,21.0,2178.55,0.2,0.2,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,825.0,0.02,0.02490476,0.0,0.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,3524.5,0.0,0.0333333,0.0,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,563.0,0.029625,0.01,0.0,0.0,Nov,1.0,1.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.016666667,0.1,0.0,0.0,Nov,3.0,2.0,1.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,35.5,0.0,0.013333333,0.0,0.0,Nov,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,392.0,0.0,0.033333333,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,1684.4,0.0,0.016666667,0.0,0.0,Nov,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,2.0,10.0,13.0,473.0,0.0,0.1,0.0,0.0,Nov,2.0,2.0,6.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,943.3333333,0.013039097,0.018181818,0.0,0.0,May,2.0,2.0,1.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.025,0.0,0.0,Nov,4.0,2.0,1.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,13.0,1049.5,0.0,0.011111111,0.0,0.0,May,1.0,2.0,4.0,1.0,Returning_Visitor,False,False
1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2,0.0,0.8,Dec,2.0,8.0,3.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.013333333,0.0,0.0,Mar,2.0,2.0,7.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,858.5,0.011111111,0.025,0.0,0.0,Oct,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,21.0,0.0,0.1,0.0,0.0,Nov,2.0,2.0,8.0,2.0,Returning_Visitor,True,False
6.0,124.0,0.0,0.0,3.0,1527.33333333,0.0,0.05,0.0,0.0,Mar,1.0,1.0,1.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.033333333,0.0,0.0,May,2.0,2.0,8.0,2.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,1436.666667,0.0,0.1,0.0,0.0,Mar,2.0,2.0,7.0,2.0,Returning_Visitor,True,False
6.0,44.4,0.0,0.0,34.0,563.875,0.0,0.00262778,0.0,0.0,Dec,2.0,2.0,8.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.0,Nov,3.0,2.0,4.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,1687.75,0.0,0.066666667,0.0,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,544.37333333,0.2,0.2,0.0,0.0,Dec,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,543.5,0.0,0.00272308,0.0,0.0,May,1.0,1.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.066666667,0.0,0.0,May,3.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,36.0,488.4166667,0.0,0.016666667,0.0,0.0,Sep,2.0,2.0,7.0,2.0,Returning_Visitor,False,False
1.0,4.0,0.0,0.0,20.0,1087.25,0.2,0.2,0.0,0.0,Nov,2.0,8.0,1.0,2.0,Returning_Visitor,False,False
9.0,106.2,0.0,0.0,13.0,553.0,0.0118181818,0.04181818,0.0,0.0,May,2.0,2.0,7.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,735.0,0.0,0.008,0.0,0.0,Nov,3.0,2.0,1.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.024,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.0,0.0,Nov,1.0,1.0,1.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,25.0,461.5,0.008333333,0.033333333,0.0,0.0,June,3.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,943.0,0.006862527,0.011111111,0.0,0.0,May,3.0,2.0,3.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,13.0,1261.715159,0.0,0.02809524,0.0,0.0,Dec,1.0,1.0,3.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,1666.175301,0.0,0.002666667,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,26.0,2106.9666667,0.0,0.033333333,0.0,0.0,Mar,1.0,1.0,3.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,1043.4,0.0,0.013333333,21.5866881,0.0,May,3.0,2.0,6.0,11.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,983.0,0.015384615,0.0,0.0,0.0,Nov,5.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,2261.7,0.0,0.05002222,0.0,0.0,Nov,2.0,2.0,1.0,8.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,Mar,1.0,1.0,4.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,18.0,1233.333333,0.0,0.066666667,0.0,0.0,Nov,2.0,2.0,2.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.033333333,0.0,0.0,Nov,1.0,1.0,1.0,1.0,Returning_Visitor,False,True
0.0,0.0,1.0,131.5,5.0,2120.44,0.0,0.022222222,0.0,0.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,886.15,0.0,0.024666667,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
5.0,1063.75,0.0,0.0,35.0,473.333333,0.00266508,0.011777442,0.0,0.0,May,2.0,1.0,2.0,2.0,Returning_Visitor,False,True
8.0,0.0,0.0,0.0,38.0,878.0,0.1,0.2,0.0,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,22.0,16.2,0.004166667,0.016666667,0.0,0.0,Nov,2.0,2.0,3.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,39.0,1249.0,0.0,0.003166667,0.0,0.4,June,2.0,2.0,5.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,868.0,0.0,0.025,0.0,0.0,Mar,2.0,2.0,1.0,6.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.016666667,0.0,0.0,Dec,3.0,2.0,6.0,1.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.0,May,1.0,1.0,2.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,973.5,0.0,0.066666667,0.0,0.0,May,2.0,2.0,2.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,549.6666667,0.0,0.075,0.0,0.0,Dec,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
2.0,28.75,0.0,0.0,40.0,645.5,0.0,0.032428571,0.0,0.0,May,3.0,2.0,2.0,2.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,13.0,945.0,0.0,0.05,0.0,0.0,May,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,554.8333333,0.0,0.066666667,0.0,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.05,0.0,0.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
3.0,53.5,0.0,0.0,3.0,1284.83333,0.004765037,0.0,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.033333333,0.0,0.0,Mar,1.0,1.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,37.0,0.011666667,0.08333333,0.0,0.0,Mar,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.047619094,0.0,0.0,May,3.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.019838333,0.0,0.0,Dec,3.0,4.0,4.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,577.2,0.0,0.02,0.0,0.0,Feb,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.1,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.02,0.0,0.0,Sep,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,30.0,0.0,0.013333333,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,34.0,778.3333333,0.0,0.033333333,0.0,0.0,May,2.0,2.0,4.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.033333333,0.0,0.0,June,3.0,2.0,5.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.04,0.0,0.0,Nov,3.0,2.0,1.0,3.0,Returning_Visitor,False,False
11.0,10.5,0.0,0.0,37.0,1163.25,0.0,0.038333333,6.81714058,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,True,True
1.0,34.0,0.0,0.0,22.0,853.8333333,0.0,0.013333333,0.0,0.0,Dec,3.0,2.0,6.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.066666667,0.0,0.0,May,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,632.5,0.0,0.011111111,0.0,0.0,Dec,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,1631.124444,0.0,0.0237788889,0.0,0.0,May,3.0,2.0,3.0,2.0,New_Visitor,False,False
7.0,70.0,0.0,0.0,16.0,3252.8333333,0.0025,0.02,0.0,0.0,Dec,3.0,2.0,2.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.028571429,0.0,0.0,Nov,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,1478.8333333,0.0,0.0152857143,0.0,0.0,Dec,1.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.0,May,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
2.0,65.25,0.0,0.0,5.0,27.0,0.0,0.01851945,0.0,0.0,Mar,2.0,2.0,1.0,8.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,23.0,2233.333333,0.2,0.0075,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,4.0,264.5,0.2,0.2,0.0,0.0,Mar,2.0,2.0,3.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005555556,0.0,0.0,May,2.0,2.0,6.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,12.0,1054.3333333,0.0,0.025,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
4.0,15.5,0.0,0.0,11.0,1458.5,0.0,0.013333333,0.0,0.0,May,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,2418.0,0.0,0.01852762,0.0,0.0,May,2.0,2.0,2.0,2.0,Returning_Visitor,False,False
3.0,47.5,0.0,0.0,1.0,1425.666667,0.0,0.016666667,0.0,0.0,May,3.0,4.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,35.0,550.0,0.0,0.011111111,0.0,0.0,Sep,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0390639,0.0,0.0,Mar,1.0,1.0,1.0,4.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,37.0,3333.666667,0.0,0.017641429,0.0,0.0,May,1.0,1.0,4.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,9.0,676.6666667,0.0,0.0,0.0,0.0,May,1.0,1.0,1.0,3.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.025,0.0,0.0,Dec,3.0,2.0,1.0,7.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,576.0,0.1,0.1,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
4.0,81.5,0.0,0.0,2.0,1342.8333333,0.0,0.00272675,0.0,0.0,May,2.0,2.0,6.0,13.0,New_Visitor,False,False
11.0,120.5,0.0,0.0,11.0,21.5,0.0,0.01090909,0.0,0.0,May,2.0,2.0,4.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0375,0.0,0.0,May,1.0,2.0,1.0,1.0,Returning_Visitor,False,True
3.0,49.0,0.0,0.0,29.0,562.0,0.00952488,0.008,0.0,0.0,May,1.0,1.0,6.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,1.0,25.5,0.075714286,0.052857143,0.0,0.0,Dec,2.0,2.0,9.0,2.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,1010.0,0.0,0.004795238,0.0,0.0,Dec,1.0,1.0,1.0,13.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0025,10.54,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0109727,0.0,0.0,Jul,2.0,5.0,1.0,4.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.015394615,0.0,0.0,Mar,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
9.0,85.0,0.0,0.0,1.0,849.5,0.002857143,0.001111111,0.0,0.0,May,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,2.0,535.0,0.066666667,0.00625,0.0,0.0,Mar,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,0.0,0.01809524,0.017709524,4.0,0.8,Nov,1.0,2.0,1.0,3.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,10.0,1166.0,0.004978571,0.00952393,0.0,0.0,May,3.0,2.0,4.0,1.0,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0192857143,0.0,0.0,Nov,1.0,1.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0133333333,0.0,0.0,Dec,3.0,2.0,3.0,3.0,Returning_Visitor,False,False
0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,1271.0,0.0,0.033333333,0.0,0.0,Nov,3.0,2.0,1.0,9.0,New_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,0.0,0.066666667,0.066666667,0.0,0.0,Oct,2.0,1.0,1.0,2.0,Returning_Visitor,False,False
4.0,10.0,0.0,0.0,38.0,975.8333333,0.0025,0.0225,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,16.5,0.0,0.016666667,0.0,0.0,Nov,2.0,10.0,1.0,1.0,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,531.0,0.0,0.032857143,0.0,0.0,Dec,2.0,2.0,1.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,20.0,2103.25,0.0,0.066666667,0.0,0.0,Dec,2.0,2.0,2.0,4.0,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.028571429,0.0,0.0,Mar,2.0,2.0,2.0,2.0,Returning_Visitor,False,True
5.0,0.0,0.0,0.0,3.0,14.75,0.0,0.00769569,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
