Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
Male,21.006874,1.738459,49.0,yes,yes,2.0,1.0,Frequently,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,22.0,1.73,103.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,23.798833,1.68,113.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.927313,0.026435,Sometimes,Public_Transportation,Obesity_Type_III
Female,26.81706,1.828791,102.595034,yes,yes,2.766508,2.967269,Sometimes,no,2.0,no,0.0,1.659955,Sometimes,Public_Transportation,Insufficient_Weight
Male,19.0,1.6,112.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Obesity_Type_III
Female,21.014098,1.633861,113.593576,yes,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,no,Public_Transportation,Overweight_Level_II
Female,19.819589,1.817751,60.790026,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,22.0,1.67,60.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,22.0,1.8,75.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,32.0,1.55,112.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,21.0,1.75,50.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,31.0,1.7,120.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,18.0,1.7,72.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_III
Male,20.0,1.75,84.0,no,yes,3.0,3.0,Frequently,no,2.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_III
Female,26.0,1.8,86.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Automobile,Obesity_Type_I
Male,18.0,1.65,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,19.0,1.65,56.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,19.0,1.746342,118.849351,yes,yes,2.927151,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,20.0,1.78,117.0,yes,yes,2.0,1.0,no,no,2.0,no,2.0,0.0,Sometimes,Automobile,Obesity_Type_I
Female,27.0,1.72,59.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Overweight_Level_I
Female,18.0,1.63,125.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_III
Female,18.0,1.85,82.0,yes,yes,2.0,2.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,20.0,1.5,80.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,19.0,1.7,120.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,0.0,no,Public_Transportation,Obesity_Type_I
Male,20.0,1.72,60.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23.0,1.77,78.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Automobile,Obesity_Type_II
Female,22.0,1.69,66.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,20.0,1.75,88.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_II
Female,21.0,1.75,50.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,20.0,1.516525,64.0,yes,no,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,26.5,1.55,50.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,3.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,26.0,1.623942,55.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,0.0,0.0,no,Automobile,Obesity_Type_I
Male,18.0,1.55,60.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Automobile,Overweight_Level_I
Male,29.0,1.65,105.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,20.0,1.65,115.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Normal_Weight
Male,18.0,1.75,50.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,21.0,1.55,60.0,yes,yes,2.0,1.0,Frequently,no,2.0,no,0.0,1.0,no,Automobile,Overweight_Level_II
Male,20.0,1.8,111.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,21.0,1.6,75.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II
Male,30.0,1.64,133.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,20.0,1.82,62.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22.0,1.660155,105.0,yes,yes,3.0,3.0,Sometimes,no,1.012562,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21.0,1.7,89.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,0.0,2.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,18.0,1.7,56.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,2.0,2.0,no,Public_Transportation,Overweight_Level_II
Female,30.0,1.8,111.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,30.0,1.7,110.5,no,yes,3.0,1.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,18.0,1.68,133.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_III
Female,22.0,1.62,120.0,yes,yes,1.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.0,1.737863,110.0,yes,yes,2.0,3.0,Sometimes,no,2.666948,no,0.903718,0.372778,Sometimes,Automobile,Obesity_Type_III
Male,21.0,1.75,109.326416,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,25.0,1.7,133.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,18.701568,1.637686,82.939097,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.264074,Sometimes,Public_Transportation,Overweight_Level_II
Male,22.0,1.65,80.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_III
Female,19.0,1.7,98.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,18.0,1.7,60.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19.0,1.76,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_I
Male,19.0,1.6,118.82408,no,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22.085589,1.7,105.379422,yes,yes,2.0,3.0,Sometimes,no,2.982714,no,1.937492,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,19.0,1.57,51.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Insufficient_Weight
Male,19.0,1.76,78.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,18.0,1.7,66.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,20.0,1.78,56.0,no,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight
Male,20.0,1.77,70.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19.0,1.75,52.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Automobile,Insufficient_Weight
Female,29.0,1.560138,53.0,yes,no,2.0,1.0,Sometimes,no,1.746511,no,2.0,0.0,Sometimes,Automobile,Insufficient_Weight
Male,23.0,1.63,86.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,21.0,1.75,50.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
Male,21.0,1.65,55.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,3.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,26.0,1.7,111.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19.0,1.7,121.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,21.0,1.65,80.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight
Male,19.0,1.73,79.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_I
Female,19.898342,1.854417,62.425912,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.944643,no,Automobile,Normal_Weight
Male,18.0,1.66,78.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,21.929084,1.607435,133.913011,yes,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.991548,1.835379,52.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,24.0,1.78,112.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,18.0,1.772313,80.553316,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.590125,Sometimes,Public_Transportation,Obesity_Type_I
Male,25.0,1.78,88.007923,yes,yes,2.0,2.0,Sometimes,no,2.979232,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22.0,1.77,80.0,yes,yes,2.0,2.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,24.0,1.758,104.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,17.0,1.7,42.0,yes,no,3.0,3.0,Frequently,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,21.0,1.69,111.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,25.0,1.75,110.0,yes,yes,3.0,2.0,Sometimes,no,2.373982,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,18.0,1.87,112.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,1.0,no,Public_Transportation,Obesity_Type_III
Female,22.0,1.73,67.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,23.0,1.55,51.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21.0,1.726891,133.073639,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,22.0,1.63,82.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,31.0,1.75,82.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,20.0,1.8,80.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,21.0,1.846643,119.96798,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,20.0,1.65,85.0,yes,no,3.0,3.0,Frequently,no,2.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
Male,24.0,1.8,133.0,yes,yes,2.0,4.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Automobile,Obesity_Type_II
Male,21.0,1.8,116.0,no,yes,2.0,2.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Automobile,Obesity_Type_II
Female,23.522957,1.92908,125.120108,yes,yes,2.0,3.0,Sometimes,no,2.424946,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,18.0,1.67,82.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22.0,1.64,70.0,yes,yes,3.0,3.0,Sometimes,no,2.0,yes,1.0,1.0,no,Public_Transportation,Obesity_Type_I
Male,26.0,1.7,80.0,yes,yes,2.0,3.0,Always,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,20.0,1.7,88.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,37.95887,1.634398,111.95898,yes,yes,2.632254,1.0,Sometimes,no,2.0,no,0.053686,1.074193,Sometimes,Public_Transportation,Obesity_Type_II
Female,22.0,1.7,82.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,25.0,1.63,77.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,34.0,1.55,55.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Walking,Obesity_Type_III
Male,18.0,1.69,71.0,no,yes,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19.0,1.7,78.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19.0,1.64,104.0,no,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,19.0,1.74,50.0,yes,no,2.0,3.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Automobile,Insufficient_Weight
Female,20.0,1.54,104.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,19.0,1.6,112.0,yes,no,3.0,3.0,Sometimes,no,1.3,no,0.0,0.0,no,Public_Transportation,Obesity_Type_II
Male,18.0,1.8,50.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,20.0,1.8,80.0,no,no,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,20.0,1.639096,111.933891,yes,yes,2.0,3.0,Sometimes,no,1.933447,no,0.0,0.838984,Sometimes,Public_Transportation,Obesity_Type_II
Male,21.0,1.6,121.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,33.0,1.7,66.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,19.0,1.742932,77.210325,no,yes,2.0,2.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,21.0,1.653889,48.0,yes,no,2.0,3.0,Frequently,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,22.0,1.65,55.0,no,yes,3.0,3.0,Frequently,no,1.0,no,3.0,3.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,21.0,1.65,105.0,yes,yes,3.0,2.0,Sometimes,no,1.0,no,3.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21.0,1.54,105.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Overweight_Level_II
Male,21.0,1.62,89.0,yes,yes,3.0,3.0,Sometimes,no,3.0,no,1.0,0.0,no,Public_Transportation,Obesity_Type_II
Male,19.0,1.8,82.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,18.0,1.7,78.87933,yes,yes,2.806856,3.0,Sometimes,no,2.0,no,2.0,1.496494,Sometimes,Public_Transportation,Normal_Weight
Male,18.0,1.7,82.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Automobile,Overweight_Level_II
Female,19.0,1.71907,133.89026,yes,yes,2.0,1.819072,Sometimes,no,2.0,no,0.0,1.81906,Sometimes,Public_Transportation,Obesity_Type_II
Male,26.0,1.621632,111.997794,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.829584,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,21.0,1.58,70.0,yes,yes,2.0,2.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,24.0,1.7,113.0,no,yes,3.0,3.0,Frequently,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26.0,1.75,60.0,yes,yes,3.0,3.0,Sometimes,no,1.6,no,2.0,0.0,no,Public_Transportation,Overweight_Level_I
Male,22.062061,1.739787,109.62494,no,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,25.0,1.7,64.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,18.0,1.62,82.0,yes,yes,3.0,2.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,25.0,1.68,77.0,yes,yes,2.0,3.0,Sometimes,no,2.0,yes,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,28.0,1.63,121.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,23.0,1.6,59.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Female,18.054283,1.71177,112.929229,yes,yes,3.0,7.0,Sometimes,no,1.83889,no,1.0,0.123582,Sometimes,Public_Transportation,Obesity_Type_I
Female,25.817981,1.644548,133.791937,yes,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,Sometimes,Walking,Obesity_Type_II
Male,20.0,1.6,59.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,17.0,1.65,49.0,no,no,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,27.0,1.74,51.0,yes,yes,3.0,3.0,Sometimes,no,2.0,yes,2.0,0.0,Sometimes,Automobile,Normal_Weight
Female,40.0,1.6,110.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_II
Male,21.0,1.75,57.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,21.783848,1.782983,111.587921,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_III
Female,19.0,1.85,120.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_II
Female,25.0,1.7,80.0,no,yes,3.0,2.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_I
Male,25.93316,1.74301,80.539259,yes,yes,3.0,2.0,Sometimes,no,2.927981,no,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,18.0,1.7,86.0,no,yes,3.0,1.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,19.824779,1.7,118.737342,yes,yes,2.0,3.0,Sometimes,no,2.922245,no,1.14894,1.0,no,Public_Transportation,Overweight_Level_II
Male,20.0,1.78,65.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,20.0,1.64,65.0,no,no,2.0,1.0,Sometimes,no,3.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_I
Male,26.0,1.8,133.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Public_Transportation,Obesity_Type_II
Male,28.0,1.724085,63.0,yes,yes,2.0,3.0,Frequently,no,2.496463,no,1.0,0.0,Sometimes,Automobile,Normal_Weight
Male,26.0,1.591569,101.011279,yes,yes,2.965894,3.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Automobile,Obesity_Type_II
Female,25.0,1.8,111.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,25.0,1.79,75.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Automobile,Obesity_Type_I
Female,19.879254,1.657719,75.0,no,yes,2.0,3.0,Sometimes,no,2.929091,no,1.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,21.0,1.7,120.0,yes,no,2.0,3.0,Sometimes,no,3.0,no,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,22.0,1.630039,102.105948,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,42.5,1.7,60.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
Female,19.0,1.734981,111.74913,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_III
Male,18.0,1.48,70.0,yes,yes,3.0,3.0,no,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,27.929234,1.742766,98.0,yes,yes,3.0,1.724091,Sometimes,no,2.737015,no,0.0,0.991773,no,Public_Transportation,Obesity_Type_III
Female,21.0,1.7,65.0,yes,no,3.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,25.0,1.75,133.0,yes,yes,2.0,3.0,no,no,2.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_I
Male,21.86906,1.734453,109.0,yes,yes,2.0,3.0,Sometimes,no,2.789974,no,1.0,1.0,Sometimes,Automobile,Obesity_Type_I
Female,23.0,1.58,60.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,2.0,0.0,no,Automobile,Normal_Weight
Male,25.770024,1.664383,121.441906,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Obesity_Type_I
Male,18.0,1.6,125.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Walking,Obesity_Type_I
Female,25.0,1.78,75.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,18.0,1.7,80.0,yes,yes,2.0,0.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25.0,1.7,70.0,no,yes,3.0,2.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Insufficient_Weight
Female,21.0,1.63,68.0,no,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,25.0,1.837503,111.928481,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.912861,0.944398,Sometimes,Public_Transportation,Obesity_Type_II
Female,23.0,1.6,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Automobile,Overweight_Level_II
Male,21.0,1.55,60.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,33.0,1.78,70.0,yes,no,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Male,23.0,1.75,150.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_II
Male,20.0,1.75,118.0,yes,no,3.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Obesity_Type_I
Female,18.0,1.75,82.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,21.0,1.67,55.0,no,yes,2.0,2.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
Male,17.0,1.64,65.0,no,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,17.0,1.66,59.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,20.121119,1.639779,113.296715,yes,yes,2.0,2.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,23.0,1.54,104.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,23.0,1.84596,151.694839,yes,yes,2.0,2.0,Sometimes,no,2.095258,no,0.0,0.906947,Sometimes,Public_Transportation,Obesity_Type_II
Male,21.0,1.749003,118.0,yes,yes,2.0,3.0,Sometimes,no,1.61904,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Male,20.0,1.65,70.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,Sometimes,Automobile,Overweight_Level_II
Female,18.0,1.68,82.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Female,19.0,1.56,104.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,0.0,Sometimes,Public_Transportation,Obesity_Type_II
