Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1.0,1.0,3.0,9147.0,1.0,1.0,140.0,1.0,38.0,38.0,9.0,10.0,137.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,5.0,4.0,11.25,0.0,0.0,5.0,7.0,4.0,11.5,0.0,10.8,1.4,1.74,Dropout
1.0,39.0,1.0,9773.0,0.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,113.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,16.2,0.3,-0.92,Graduate
1.0,7.0,1.0,9254.0,1.0,1.0,120.0,1.0,37.0,38.0,6.0,9.0,110.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,0.0,1.0,7.0,7.0,6.0,13.0,0.0,0.0,8.0,7.0,6.0,13.0,0.0,10.8,1.4,1.74,Dropout
1.0,1.0,4.0,9238.0,1.0,1.0,131.0,1.0,19.0,1.0,4.0,3.0,125.6,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,6.0,6.0,11.0,0.0,16.2,0.3,-0.92,Graduate
1.0,1.0,1.0,9147.0,1.0,1.0,138.0,1.0,37.0,19.0,5.0,6.0,118.3,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,5.0,7.0,5.0,13.0,0.0,0.0,5.0,9.0,5.0,10.0,0.0,9.4,-0.8,-3.12,Graduate
1.0,43.0,1.0,9500.0,1.0,19.0,130.0,1.0,3.0,1.0,9.0,10.0,130.0,1.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,8.0,8.0,7.0,12.5,0.0,0.0,8.0,8.0,7.0,12.5,0.0,10.8,1.4,1.74,Dropout
1.0,8.0,1.0,9147.0,1.0,1.0,120.0,1.0,19.0,38.0,9.0,9.0,113.3,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Graduate
1.0,1.0,1.0,9500.0,1.0,1.0,133.1,1.0,19.0,38.0,4.0,9.0,127.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,9.0,7.0,13.375,0.0,0.0,8.0,7.0,7.0,13.5,0.0,8.9,2.8,0.32,Graduate
1.0,39.0,1.0,9991.0,1.0,1.0,133.1,1.0,1.0,37.0,4.0,9.0,121.5,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,5.0,8.0,2.0,11.5,0.0,0.0,5.0,8.0,2.0,11.25,0.0,16.2,0.3,-0.92,Graduate
1.0,1.0,6.0,9500.0,1.0,1.0,123.0,1.0,3.0,1.0,4.0,4.0,128.9,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,7.0,12.0,0.0,0.0,7.0,7.0,7.0,13.0,0.0,11.1,0.5,2.02,Graduate
1.0,17.0,1.0,9003.0,1.0,1.0,150.0,1.0,38.0,38.0,9.0,9.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Graduate
1.0,39.0,1.0,9773.0,1.0,39.0,130.0,1.0,19.0,19.0,2.0,7.0,110.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,10.0,4.0,14.0,0.0,0.0,5.0,7.0,5.0,13.0,0.0,15.5,2.8,-4.06,Dropout
1.0,1.0,1.0,9254.0,1.0,1.0,140.0,1.0,3.0,3.0,3.0,6.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,12.0,5.0,11.4,0.0,0.0,6.0,6.0,6.0,11.25,0.0,12.4,3.7,1.74,Enrolled
1.0,1.0,1.0,9500.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,5.0,126.3,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,7.0,5.0,11.0,0.0,0.0,7.0,10.0,3.0,13.5,0.0,10.8,1.4,1.74,Dropout
1.0,1.0,1.0,9238.0,1.0,1.0,135.0,1.0,1.0,19.0,2.0,2.0,124.3,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,13.0,0.0,0.0,6.0,9.0,6.0,12.2,0.0,11.1,0.5,2.02,Graduate
1.0,1.0,2.0,9085.0,1.0,1.0,120.0,1.0,38.0,1.0,4.0,8.0,110.2,0.0,0.0,1.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,6.0,5.0,12.5,0.0,0.0,5.0,8.0,5.0,12.5,0.0,12.7,3.7,-1.7,Graduate
1.0,43.0,1.0,9147.0,1.0,1.0,137.0,1.0,3.0,19.0,9.0,3.0,139.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,0.0,0.0,5.0,5.0,5.0,13.1428571428571,0.0,0.0,5.0,8.0,5.0,13.1428571428571,0.0,13.9,-0.3,0.79,Dropout
1.0,17.0,1.0,9238.0,1.0,1.0,110.0,1.0,19.0,19.0,9.0,7.0,118.4,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,12.5,0.0,0.0,7.0,8.0,4.0,12.2,0.0,16.2,0.3,-0.92,Graduate
1.0,17.0,2.0,9147.0,1.0,1.0,133.1,1.0,1.0,38.0,4.0,5.0,111.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,1.0,13.6666666666666,0.0,0.0,6.0,8.0,2.0,13.0,0.0,9.4,-0.8,-3.12,Enrolled
1.0,1.0,1.0,9500.0,1.0,1.0,112.0,1.0,37.0,37.0,5.0,5.0,112.2,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,7.0,5.0,13.2,0.0,0.0,5.0,7.0,5.0,13.2,0.0,7.6,2.6,0.32,Dropout
1.0,43.0,1.0,8014.0,0.0,1.0,143.0,1.0,37.0,38.0,4.0,4.0,142.5,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,7.0,1.0,0.0,0.0,0.0,6.0,7.0,1.0,12.0,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,3.0,9773.0,1.0,1.0,118.0,1.0,38.0,37.0,5.0,10.0,110.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,5.0,5.0,5.0,10.0,0.0,0.0,5.0,11.0,5.0,10.833333333333334,0.0,10.8,1.4,1.74,Dropout
1.0,17.0,6.0,9500.0,1.0,1.0,118.0,1.0,19.0,1.0,4.0,1.0,121.1,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,7.0,7.0,7.0,12.5,0.0,0.0,7.0,8.0,7.0,11.6,0.0,15.5,2.8,-4.06,Enrolled
1.0,17.0,1.0,9238.0,1.0,1.0,115.0,1.0,3.0,3.0,3.0,10.0,122.9,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,10.0,4.0,14.3333333333333,0.0,0.0,6.0,8.0,4.0,13.3333333333333,0.0,7.6,2.6,0.32,Graduate
1.0,39.0,1.0,9085.0,1.0,39.0,140.0,1.0,1.0,37.0,8.0,8.0,132.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,8.0,4.0,14.6666666666666,0.0,0.0,6.0,5.0,5.0,14.0,0.0,12.4,0.5,1.79,Graduate
1.0,1.0,4.0,9085.0,1.0,1.0,120.0,1.0,1.0,37.0,6.0,7.0,120.3,1.0,0.0,0.0,1.0,1.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,13.4,0.0,0.0,6.0,7.0,6.0,12.0,0.0,15.5,2.8,-4.06,Dropout
1.0,1.0,1.0,171.0,1.0,1.0,143.0,1.0,37.0,37.0,9.0,7.0,132.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Graduate
1.0,17.0,1.0,9254.0,1.0,1.0,133.1,1.0,1.0,37.0,9.0,9.0,126.2,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,9.0,6.0,14.2,0.0,0.0,6.0,6.0,6.0,14.0,0.0,8.9,1.4,3.51,Graduate
1.0,17.0,2.0,9773.0,1.0,1.0,120.0,1.0,1.0,19.0,7.0,7.0,120.6,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,9.0,5.0,12.1666666666666,0.0,0.0,5.0,8.0,5.0,12.1666666666666,0.0,9.4,-0.8,-3.7,Graduate
1.0,17.0,1.0,9773.0,1.0,1.0,140.0,1.0,37.0,37.0,9.0,9.0,126.3,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,12.0,0.0,0.0,6.0,6.0,6.0,14.4,0.0,7.6,2.8,0.32,Dropout
1.0,1.0,1.0,9238.0,1.0,1.0,140.0,1.0,37.0,37.0,7.0,7.0,140.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,11.0,4.0,12.6666666666666,1.0,0.0,6.0,10.0,5.0,12.1428571428571,2.0,13.9,-0.3,0.79,Graduate
1.0,17.0,1.0,9991.0,1.0,1.0,141.0,1.0,1.0,1.0,4.0,3.0,129.8,1.0,0.0,0.0,1.0,1.0,0.0,22.0,0.0,0.0,6.0,14.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Graduate
1.0,43.0,1.0,9991.0,1.0,1.0,140.0,1.0,3.0,38.0,4.0,5.0,140.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,9.0,3.0,11.5,0.0,0.0,6.0,8.0,2.0,13.5,0.0,11.1,0.5,2.02,Dropout
1.0,1.0,1.0,9147.0,1.0,1.0,133.1,1.0,1.0,19.0,9.0,5.0,120.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,12.6666666666666,0.0,0.0,6.0,6.0,6.0,12.5,0.0,15.5,2.6,-4.06,Graduate
1.0,1.0,2.0,9147.0,1.0,1.0,133.1,1.0,3.0,4.0,5.0,4.0,124.7,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,9.0,4.0,11.0,0.0,0.0,6.0,9.0,1.0,12.0,0.0,10.8,1.4,1.74,Dropout
1.0,39.0,1.0,9773.0,1.0,1.0,120.0,1.0,1.0,19.0,2.0,3.0,120.0,0.0,0.0,0.0,1.0,1.0,0.0,46.0,0.0,0.0,6.0,6.0,6.0,13.3333333333333,0.0,0.0,6.0,6.0,6.0,13.0,0.0,9.4,-0.8,-3.12,Enrolled
1.0,44.0,1.0,9238.0,1.0,1.0,132.0,1.0,19.0,1.0,4.0,4.0,126.6,1.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Graduate
1.0,17.0,1.0,9991.0,1.0,1.0,131.0,1.0,3.0,19.0,3.0,10.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
1.0,1.0,1.0,9147.0,1.0,1.0,140.0,1.0,37.0,37.0,9.0,6.0,138.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,8.0,5.0,11.6,0.0,0.0,7.0,7.0,4.0,11.2,0.0,11.1,0.5,2.02,Graduate
1.0,39.0,1.0,9147.0,1.0,1.0,125.0,1.0,1.0,1.0,9.0,9.0,124.8,0.0,0.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,6.0,7.0,6.0,13.0,0.0,0.0,6.0,8.0,3.0,11.4285714285714,0.0,15.5,2.8,-4.06,Graduate
1.0,17.0,1.0,9853.0,1.0,1.0,132.0,1.0,37.0,37.0,9.0,7.0,140.0,1.0,0.0,1.0,1.0,1.0,0.0,19.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,1.0,9238.0,1.0,1.0,133.1,1.0,3.0,3.0,3.0,3.0,120.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.8333333333333,0.0,0.0,6.0,7.0,6.0,11.75,0.0,12.4,0.5,1.79,Enrolled
1.0,1.0,5.0,9130.0,1.0,1.0,133.0,1.0,3.0,1.0,4.0,4.0,115.0,1.0,0.0,1.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1.0,1.0,1.0,9500.0,1.0,1.0,133.1,1.0,1.0,37.0,9.0,9.0,110.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,6.0,13.0,3.0,12.3333333333333,0.0,0.0,6.0,13.0,3.0,12.6666666666666,0.0,10.8,1.4,1.74,Graduate
1.0,43.0,6.0,9130.0,1.0,1.0,140.0,1.0,1.0,1.0,4.0,4.0,133.6,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,13.0,6.0,12.25,0.0,0.0,7.0,15.0,6.0,12.25,0.0,7.6,2.6,0.32,Enrolled
1.0,1.0,1.0,171.0,1.0,1.0,117.0,1.0,37.0,37.0,9.0,5.0,111.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,9.0,5.0,13.3333333333333,0.0,0.0,6.0,6.0,4.0,12.166666666666,0.0,12.7,-0.8,-3.12,Dropout
1.0,17.0,1.0,9085.0,1.0,1.0,133.1,1.0,19.0,37.0,9.0,9.0,127.3,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,0.0,5.0,6.0,1.0,12.2,0.0,0.0,5.0,6.0,2.0,11.5,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,1.0,9003.0,1.0,1.0,133.1,1.0,19.0,1.0,9.0,9.0,138.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.3333333333333,0.0,0.0,6.0,6.0,6.0,14.0,0.0,12.4,0.5,1.79,Enrolled
1.0,1.0,1.0,171.0,1.0,1.0,140.0,1.0,1.0,4.0,4.0,9.0,140.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,1.0,9500.0,1.0,1.0,114.0,1.0,38.0,38.0,5.0,5.0,115.8,1.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,7.0,8.0,7.0,12.5,0.0,0.0,8.0,7.0,8.0,12.5,0.0,12.7,1.4,3.51,Enrolled
1.0,1.0,1.0,9085.0,1.0,1.0,117.0,1.0,19.0,1.0,9.0,4.0,117.5,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,6.0,6.0,14.5,0.0,0.0,6.0,7.0,6.0,13.0,0.0,8.9,1.4,3.51,Dropout
1.0,1.0,1.0,9085.0,1.0,1.0,130.0,1.0,1.0,1.0,4.0,8.0,129.8,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,12.0,0.0,0.0,6.0,10.0,6.0,12.3333333333333,0.0,7.6,2.8,0.32,Dropout
1.0,1.0,1.0,9147.0,1.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,122.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,6.0,12.1666666666666,0.0,0.0,6.0,7.0,4.0,12.0,0.0,9.4,-0.8,-3.12,Enrolled
1.0,1.0,1.0,9147.0,1.0,1.0,137.0,1.0,19.0,19.0,7.0,7.0,127.5,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,12.08333333333333,0.0,0.0,6.0,6.0,6.0,12.833333333333334,0.0,16.2,0.3,-0.92,Graduate
1.0,43.0,1.0,9500.0,1.0,1.0,150.0,1.0,1.0,19.0,9.0,9.0,143.9,1.0,0.0,0.0,1.0,1.0,1.0,23.0,0.0,0.0,7.0,9.0,8.0,15.0,0.0,0.0,7.0,8.0,6.0,16.0,0.0,7.6,2.6,0.32,Dropout
1.0,1.0,4.0,9003.0,1.0,1.0,143.0,1.0,3.0,1.0,4.0,6.0,122.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,13.8,0.0,0.0,6.0,6.0,5.0,13.5,0.0,10.8,1.4,1.74,Dropout
1.0,1.0,1.0,9085.0,1.0,1.0,133.1,1.0,3.0,37.0,2.0,9.0,124.2,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,12.0,2.0,12.8333333333333,0.0,0.0,6.0,11.0,6.0,12.3333333333333,0.0,11.1,0.6,2.02,Dropout
1.0,1.0,4.0,9500.0,1.0,1.0,132.0,1.0,3.0,2.0,2.0,2.0,112.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,8.0,6.0,13.75,0.0,0.0,7.0,8.0,6.0,14.0,0.0,15.5,2.8,-4.06,Enrolled
1.0,1.0,2.0,9556.0,1.0,1.0,128.0,1.0,1.0,3.0,9.0,3.0,126.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,9.0,2.0,13.5,0.0,0.0,5.0,8.0,2.0,12.0,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,1.0,9085.0,1.0,1.0,132.0,1.0,37.0,37.0,9.0,7.0,125.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,13.0,0.0,0.0,8.0,8.0,6.0,13.0,0.0,15.5,2.8,-4.06,Graduate
1.0,7.0,1.0,9238.0,1.0,1.0,130.0,1.0,37.0,38.0,9.0,9.0,131.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,1.0,10.0,0.0,0.0,6.0,6.0,1.0,10.25,0.0,10.8,1.4,1.74,Graduate
1.0,39.0,1.0,9003.0,1.0,1.0,120.0,1.0,1.0,19.0,9.0,9.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,7.0,6.0,14.1666666666666,0.0,0.0,6.0,7.0,6.0,14.1666666666666,0.0,13.9,-0.3,0.79,Graduate
1.0,17.0,1.0,9147.0,1.0,1.0,133.0,1.0,19.0,37.0,9.0,4.0,101.7,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,8.0,5.0,13.0,0.0,0.0,6.0,6.0,5.0,13.0,0.0,15.5,2.8,-4.06,Enrolled
1.0,1.0,1.0,9147.0,1.0,1.0,120.0,1.0,19.0,19.0,90.0,90.0,116.8,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,3.7,-1.7,Enrolled
1.0,1.0,1.0,9238.0,1.0,1.0,133.1,1.0,19.0,19.0,7.0,7.0,138.6,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Enrolled
1.0,44.0,1.0,9670.0,1.0,39.0,133.1,1.0,19.0,19.0,191.0,191.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,9.0,3.0,10.6666666666666,0.0,0.0,6.0,9.0,0.0,0.0,0.0,11.1,0.6,2.02,Graduate
1.0,43.0,1.0,171.0,1.0,1.0,133.1,1.0,38.0,37.0,5.0,3.0,134.7,1.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Enrolled
1.0,1.0,4.0,9500.0,1.0,1.0,130.0,1.0,3.0,1.0,2.0,2.0,126.3,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,6.0,11.5,0.0,0.0,6.0,8.0,6.0,11.0,0.0,9.4,-0.8,-3.12,Dropout
1.0,1.0,1.0,9773.0,1.0,1.0,140.0,1.0,1.0,38.0,9.0,8.0,131.5,0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,5.0,10.0,2.0,12.5,0.0,0.0,5.0,10.0,2.0,11.8,0.0,7.6,2.6,0.32,Enrolled
1.0,1.0,1.0,9500.0,1.0,1.0,120.0,1.0,19.0,19.0,9.0,9.0,117.6,1.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,0.0,7.0,8.0,7.0,11.75,0.0,0.0,8.0,8.0,7.0,12.8285714285714,0.0,16.2,2.8,-4.06,Graduate
1.0,1.0,1.0,9238.0,1.0,1.0,133.1,1.0,1.0,3.0,2.0,2.0,121.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Graduate
1.0,1.0,3.0,9500.0,1.0,1.0,113.0,1.0,2.0,2.0,2.0,3.0,111.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,12.4444444444444,0.0,0.0,6.0,7.0,5.0,11.7142857142857,0.0,10.8,1.4,1.74,Graduate
1.0,1.0,1.0,9070.0,1.0,1.0,129.0,1.0,1.0,3.0,2.0,3.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,4.0,12.5,0.0,0.0,6.0,10.0,5.0,13.3333333333333,0.0,7.6,2.6,0.32,Graduate
1.0,1.0,1.0,9085.0,1.0,1.0,130.0,1.0,19.0,37.0,4.0,10.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,13.0,6.0,13.0,0.0,0.0,6.0,13.0,6.0,11.1666666666666,0.0,9.4,-0.8,-3.12,Graduate
1.0,1.0,1.0,9773.0,1.0,1.0,110.0,1.0,19.0,38.0,5.0,5.0,110.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.5,0.0,0.0,6.0,6.0,6.0,14.5,0.0,10.8,1.4,1.74,Graduate
1.0,7.0,1.0,9670.0,1.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,125.5,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,6.0,4.0,12.0,0.0,0.0,6.0,14.0,3.0,12.0,0.0,11.1,0.6,2.02,Graduate
1.0,1.0,1.0,9147.0,1.0,1.0,125.0,1.0,3.0,19.0,3.0,2.0,118.4,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,10.0,5.0,12.8,0.0,0.0,5.0,8.0,5.0,12.5,0.0,7.6,2.6,0.32,Dropout
1.0,44.0,1.0,9238.0,1.0,39.0,130.0,1.0,37.0,37.0,9.0,9.0,132.5,0.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,4.0,12.0,0.0,0.0,6.0,6.0,4.0,13.0,0.0,12.4,0.5,1.79,Dropout
1.0,1.0,1.0,9147.0,1.0,1.0,134.0,1.0,19.0,1.0,7.0,7.0,125.8,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,6.0,5.0,12.25,0.0,0.0,5.0,5.0,5.0,12.0,0.0,11.4,0.6,2.02,Graduate
1.0,1.0,1.0,9147.0,1.0,1.0,120.0,1.0,3.0,1.0,4.0,4.0,116.9,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,4.0,13.5,0.0,0.0,6.0,6.0,6.0,13.8,0.0,12.7,3.7,-1.7,Dropout
1.0,17.0,5.0,9500.0,1.0,1.0,143.0,1.0,3.0,1.0,9.0,9.0,121.4,1.0,0.0,0.0,1.0,1.0,0.0,18.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,12.7,0.5,-1.7,Graduate
1.0,1.0,1.0,9085.0,1.0,1.0,132.0,1.0,37.0,19.0,9.0,9.0,124.3,0.0,0.0,0.0,1.0,1.0,1.0,18.0,0.0,0.0,5.0,7.0,5.0,11.8,0.0,0.0,5.0,9.0,5.0,10.1666666666666,0.0,12.7,3.7,-1.7,Graduate
1.0,1.0,1.0,9147.0,1.0,1.0,125.0,1.0,1.0,38.0,5.0,4.0,116.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,9.0,2.0,12.0,0.0,0.0,5.0,10.0,3.0,11.0,0.0,12.7,3.7,-1.7,Enrolled
1.0,1.0,1.0,9238.0,1.0,1.0,150.0,1.0,37.0,37.0,9.0,9.0,150.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,6.0,6.0,13.4,0.0,0.0,6.0,7.0,6.0,13.8,0.0,16.2,2.8,-4.06,Dropout
1.0,1.0,2.0,9500.0,1.0,1.0,140.0,1.0,37.0,38.0,9.0,9.0,132.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,8.0,8.0,7.0,12.8333333333333,0.0,0.0,8.0,7.0,5.0,12.0,0.0,12.7,1.4,1.84,Graduate
1.0,17.0,2.0,9991.0,1.0,1.0,133.1,1.0,19.0,19.0,9.0,8.0,124.2,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1.0,1.0,1.0,9085.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,9.0,128.6,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,6.0,13.75,0.0,0.0,7.0,7.0,7.0,12.8,0.0,15.5,2.8,-4.06,Graduate
1.0,1.0,1.0,9119.0,1.0,3.0,140.0,1.0,37.0,37.0,9.0,9.0,113.7,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,15.5,2.8,-4.06,Graduate
1.0,1.0,3.0,9773.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,5.0,136.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,12.0,0.0,0.0,6.0,8.0,6.0,13.3333333333333,0.0,7.6,2.7,0.32,Graduate
