game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
4498.0,True,70.0,Resign,Black,10+0,the_star,1475.0,vixen,1565.0,e4 d6 Nf3 dxe4 Nxe4 fxe4 Nc6 N,C02,7.0,Chigorin Defense: Smith-Morra Gambit,Chigorin Defense,,Smith-Morra Gambit
5782.0,True,85.0,Resign,Black,10+0,kotakuin,1291.0,marcel1344,1298.0,e4 e5 Nf3 Nc6 Bc4 Bg4 d6 Be3 d5 exd5 e6 d4 Nc3 Nf6 Nf3 Nc5 O-O Nbd2 Nxd4 Bxd4 Nxd4 Rxd4 Bb4 g6 Nh4 Bd,B10,7.0,Owen Defense,Owen Defense,,Grob Gambit
1499.0,True,99.0,Resign,White,11+0,azhk,1689.0,mr_m_cha,1500.0,e4 c5 Nf3 Nc6 Bg5 Nf3 O-O a6 d4 Bb7 Bg5 Bd2 Nf6 Nc3 Nxe4 fxe4 d5 e6 h3,A00,6.0,Queen's Pawn Game: Exchange Variation,Queen's Pawn Game,,Exchange Variation
1805.0,True,49.0,Resign,Black,15+5,mxh,1894.0,ojm3,1399.0,e4 e5 c3 d5 exd5 Nf3 Nf6 Bf4 Nc6 d4 Bb4+ Bd3 Nbd7 Qc3 Bb6 Nbd2 Nxd4+ Nxd4 Bc4,C55,6.0,King's Pawn,King's Pawn,,King's Head Opening #2
1346.0,True,44.0,Resign,Black,10+0,bakht,1630.0,nadim,1560.0,e4 e6 d4 d5 exd5 exd5 exd5 exd5 exd5 Qxd5 Bf4 B,D00,2.0,King's Pawn: Knight Variation,King's Pawn,,Knight Variation
2231.0,True,12.0,Resign,White,15+0,kakkala,1632.0,roman_bastard,1770.0,e4 e5 f3 Nf6 Nc3 Nf6 Bb5 O-O O-O,C02,4.0,Sicilian Defense: Mason Attack,Sicilian Defense,,Mason Attack
13691.0,True,51.0,Resign,White,10+0,alexander,1566.0,alexander9,1975.0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 c6 h3 Nf6 O-O Bg4 Nbd,C45,6.0,King's Indian Attack,King's Indian Attack,,Two Knights Defense
1359.0,True,52.0,Resign,White,10+0,lupacaberry,1139.0,vladimir-larsen,1528.0,e4 e6 Bc4 d5 exd5 Qxd5 Qxd5 Nc6 Nc3 b6 Nf3 a6 Be3 Qc5 Nf6,B00,3.0,Italian Game: Morphy Defense |  Main Line,Italian Game,,Morphy Defense
2456.0,True,52.0,Resign,White,10+0,zmalden,1232.0,paul_miller,1131.0,e4 d6 d3 d6 e5 Nf3 e4 d3 e5 c3 Nf6 Nf,B20,3.0,Sicilian Defense #3,Sicilian Defense,,#3
15356.0,True,31.0,Resign,White,10+0,michaelw,1280.0,gm_star_g,1489.0,e4 e5 Nf3 Nc6 Bc4 Nge7 Nc3 Nf6 Bg5 Nf3 Bb4 a6 O-O Be3 Ba4 b6 b3 Nb5 Qd7 Bxf3 O-O O-O Bxc6,D10,5.0,Sicilian Defense: Exchange Variation,Sicilian Defense,,Exchange Variation
6918.0,True,50.0,Resign,White,20+0,bernstein_michsen,1442.0,lupus,1460.0,d4 Nf6 e4 e5 Nf3 d6 Nc3 Nbd7 d4 exd4 Nxd4 c5 Nd2 Bg4 Bd7 Bg5 Bb5 e6 Bg3 Bxe6+ Qxe,B24,4.0,Scotch Game: King's Indian Attack,Scotch Game,,King's Indian Attack
7668.0,True,62.0,Resign,Black,10+0,tarrone,1332.0,shirley,1420.0,e4 d6 Nf3 Nc6 d3 a6 f4 g6 Nf3 Qb6 Bg5 Bf4 Nc3 e5 Bb5 Nd2 Nxd2,B22,7.0,French Defense: Modern |  Accelerated Four Knights Variation,French Defense,,Modern
1570.0,True,10.0,Resign,White,10+0,sveen,1233.0,alexw,1537.0,e4 e5 Nf3 Nc6 Nf6 d4 d5 exd5 Nxd5 Nxd5 Bb4 Nf6 Ng5 Nh6 Qh5 Be7 Bg5 Qd7,B20,7.0,Queen's Pawn Game: Rasa-Studier Gambit,Queen's Pawn Game,,Rasa-Studier Gambit
9095.0,True,2.0,Mate,White,10+0,dario_chess,1483.0,mieses13,1498.0,e4 e6 d4 d5 exd5 exd5 Be2 d6 Nf3 Bb4 Nbd7 Nf3 Nc5 Bb2 O,A00,4.0,Queen's Pawn Game: Modern Variation #2,Queen's Pawn Game,,Modern Variation #2
998.0,True,39.0,Resign,White,15+15,dave2017,1624.0,arndam,1788.0,e4 e5 Nf3 d6 c4 d5 Nc3 dxe5 Nxe5 Nxe5 Nf3 Be6 O-O O-O a6 a3 a5 Ba5 Nb5 Qd7 c4 Ba4,C42,4.0,Vienna Game: Modern Variation,Vienna Game,,Modern Variation
6529.0,False,53.0,Resign,Black,30+0,alexa_chess,1500.0,saeed,1500.0,e4 e5 Nf3 Nc6 d4 Nf6 Bc4 c6 Nxe4 Nxe4 Nc3 Bd6 Qd2 a6 Ba3 Qd7 b5 Qf6 Qe2 B,A24,6.0,Sicilian Defense: Bowdler Attack,Sicilian Defense,,Bowdler Attack
617.0,True,45.0,Mate,White,10+0,white_marsh,1532.0,zukertort,1434.0,e4 e5 d3 d6 Bc4 Bg4 b6 Bg5 h6 Nf3+ c6 Ne4 b5 Nf3 f6 Nd5 Bg5 Qf3 Q,D00,2.0,Sicilian Defense: Bird Variation,Sicilian Defense,,Bird Variation
17839.0,True,44.0,Mate,White,10+0,nikolainov,1520.0,mrzam,1558.0,e4 c5 Nf3 Nc6 Bc4 Bc5 e6 d4 Qd7 Nc3 B,C00,3.0,King's Indian Defense,King's Indian Defense,,#3
1194.0,True,34.0,Resign,White,10+0,taranga,1798.0,shrimps,1706.0,e4 e5 Nf3 Nf6 Nc3 O-O d6 d4 exd4 Nxd4 Nxd4 Nxd4 Nd5 Nh5 Bc5 Nxe5 Bxe5 Bxe5 Nf3 Nxf3+,C40,3.0,English Opening,English Opening,,Berlin Defense
1540.0,True,5.0,Resign,White,10+0,cindo,1710.0,sbastian,1789.0,e4 e6 d4 c5 dxc5 dxc5 Nf3 Nf6 Bxf3 exf3 Nxf3 Bd3 Bd2 Bxf3+,C43,5.0,Philidor Defense: Two Knights Defense,Philidor Defense,,Two Knights Defense
18100.0,True,65.0,Mate,White,10+0,oggyboy,1402.0,danielclarkson,1239.0,e4 d5 exd5 d4 Nf6 Nc3 Bb4 Nc6 c3 Nf5 Bb5 Be7 O-O O-O Bg4 Qd1 Qa5 Nc5 Qd2,A45,4.0,Caro-Kann,Caro-Kann Defense,,Chigorin Variation
14974.0,True,35.0,Resign,Black,10+0,the_dutch_id,1431.0,amadam_mabrah,1487.0,d4 e6 Bf5 Bf5 exf5 Qxf5 Nc3 b6 O-O Nf3 Nc6 Nc3 B,B10,1.0,French Defense #2,French Defense,,Advance Variation #2
4993.0,True,66.0,Mate,Black,10+0,kasparad,1798.0,egorokhov,1458.0,e4 e5 e3 Nf6 Bc4 d5 exd5 Nxd5 Nc3 d4 Nf5 Nf3 Bg4 Nxe3 Nxe3,C45,3.0,King's Pawn Game: Wing Gambit,King's Pawn Game,,Wing Gambit
6.0,True,29.0,Resign,Black,10+1,szimysz,1801.0,luischess,1747.0,e4 e5 Nf3 Nc6 Bf4 d3 Bg4 h3 Bxg4 hxg4 hxg4 Qe2 Nxg4 Qxg4 d6 Qxg4 Nf6,D01,5.0,Sicilian Defense,Sicilian Defense,,Reversed Rat
1296.0,True,46.0,Resign,Black,15+2,khanij,1545.0,zapala,1440.0,e4 e5 Nf3 Nc6 d4 d5 exd5 Qxd5 Nxd5 Qxd5 Bb4+ c6 a4 Qe2 Qc2 Bxc4 Bxc4 Bc2 Rd8 Bd3,B30,2.0,Opening,Opening,,#3
2490.0,True,28.0,Resign,Black,10+0,paulk_dorf,1801.0,mezzanov,1749.0,e4 e5 Nf3,D02,7.0,Queen's Pawn Game: Karpov Variation,Queen's Pawn Game,,Karpov Variation
907.0,True,37.0,Resign,Black,10+0,thecob,1520.0,kotaf,1320.0,e4 e5 Bc4 Bd6 O-O Nf3 Nf6 Bc5 Bxc5 d4 Nd1 Bd7 Bd6 Bc4 Nc6 B,C42,5.0,French Defense: Rousseau Gambit |  Four Knights Variation,French Defense,,Rousseau Gambit
1714.0,False,55.0,Mate,Black,10+0,kakoljap,1411.0,paulleh,1545.0,e4 e5 Nf3 Nf6 Bc4 g3 Bg2 Bc5 O-O O-O Bg5 h3 Nf5 Nh6 Bh3 Bf5 Bg6 O-O Bd3 Bxc3 bxc,C23,4.0,Sicilian Defense: Classical Variation,Sicilian Defense,,Classical Variation
1307.0,False,21.0,Resign,Black,10+0,vladimir,1613.0,aaron_t-29,1568.0,e4 c5 Nf3 Nc6 d3 ex,C60,4.0,Italian Game: Accelerated Dragon |  Modern Variation,Italian Game,Declined,Accelerated Dragon
13891.0,True,89.0,Mate,White,10+0,sachekhovna,1164.0,nitschess,1417.0,e4 c5 Nc3 Nf6 Nc6 Bf4 Nc6 e5 exd6 Nxd6 Nxd6 O-O a3 Bg4 Bxf4,D02,4.0,Sicilian Defense: Rubinstein Variation,Sicilian Defense,,Rubinstein Variation
12076.0,True,29.0,Resign,White,10+0,ed3d2,1748.0,adan_murchin,1285.0,e4 c5 Nf3 Nc6 Nf3 d5 exd5 exd5 Bxd5 Nxd5,C00,4.0,Queen's Gambit Declined,Queen's Gambit,,Advance Variation
17691.0,True,79.0,Resign,White,20+2,vancerta,2217.0,chessmaster,1411.0,e4 e5 d3 d5 exd5 c4 dxe5 fxe5 Nf3 dxe5 dxe5 Nf3 Qf3 d4 Rfe1 Nf,C45,4.0,Scotch Game,Scotch Game,,Benoni Gambit Accepted
7561.0,False,43.0,Mate,Black,10+0,chesswith,1261.0,jh,1450.0,e4 e5 Nf3 Nc6 Nc3 Bb4 Bd2 d4 Nd7 Nc3 Bxc3 Nxc3 Qa5 Qxa2+ Qxa2 Nc6 c3 Bb4 Bd2 a6 Bxa6,B20,2.0,Sicilian Defense: Scheveningen Variation |  System Variation,Sicilian Defense,,Scheveningen Variation
6994.0,True,63.0,Resign,Black,10+0,festerman_g,1547.0,paul_p_m,1500.0,e4 e5 d4,C23,2.0,Scotch Invitation,Scotch Invitation,,Steinitz Defense
11758.0,True,8.0,Resign,White,10+0,egor,1423.0,fas,1417.0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bxd4 Nf6 Nf3 Bg4 Bd6 O-O Ne7 Bxa1 Ra8 Be3 Bg4 Bxh2 hxg4+ Ke,B07,11.0,Sicilian Defense: #3,Sicilian Defense,,#3
11940.0,True,45.0,Mate,Black,5+10,thegreatsnow,1544.0,daron2016,1489.0,e4 c5 Nf3 d6 Nxd4 e5 Nf6 c3 Bg4 Bd3 Nc6 Nxf7,D02,6.0,Italian Game: Advance Variation,Italian Game,,Advance Variation
902.0,True,33.0,Resign,White,10+15,japanist,1610.0,chess_tamer,1632.0,d4 Nf6 Bf4 Nc6 Bb5 Bd5 Ne7 Nge2 Nd7 Ne5 Qh6 Bxc6 dxc6 Bxc6 Qxc6 O-O Bf4 Bxf4 exf4,C20,3.0,Ruy Lopez: Saemisch Variation,Ruy Lopez,,Saemisch Variation
9063.0,True,38.0,Mate,Black,10+0,ahmed-san,1557.0,paul-kram,1560.0,Nf3 c5 e3 d5 exd5 e3 Be7 Nf3 Qd5 Nxe5 Qxe5 Nf6 Bc4 Nb4 Qd4 Nd2,C00,7.0,French Defense: Mason Attack,French Defense,,Mason Attack
13061.0,True,85.0,Resign,White,15+15,chessmaster_star,1359.0,osss,1828.0,e4 e5 Nf3 d6 Bb5 Nf6 Bxc6 dxc6 Qa4 Bg4 Na6 Bd2 a5 Qb5 O-O Bxf3 Nbd7 Bxf3 Bxf3 Qa5,B11,2.0,Van't Kruijs Opening: Chigorin Variation,Van't Kruijs Opening,,Chigorin Variation
4994.0,True,65.0,Resign,Black,10+0,zhan,1581.0,kasikarok,1432.0,e4 e5 Nc3 Nf6 Nc6 Bc4 d6 Nh6 Bg5 h6 Bxh6 gxh6 Qxg7 Nh4 O-O Qb6 Rg8 Qxg7 Qe7,B30,3.0,Benoni Defense #4,Benoni Defense,,#4
13078.0,True,42.0,Resign,Black,10+0,hutchmurd,1521.0,chessmaster_chess,1290.0,e4 e5 Nf3 Nc6 Nf3 Nc3 Bb4 Bd3 Nf6 Bxe5 Qxe5 Nxe5 Qe2#,B01,5.0,Queen's Knight Opening,Queen's Knight Opening,,Nimzowitsch Defense
6907.0,True,39.0,Resign,White,10+0,thetakos,1694.0,yotsua,1607.0,e4 e5 Qh5 Bc5 Bxe5 Nc3 Nf6 O-O Nf3 Nc6 O-O Bb5 Nxc6 Qxc6 O-O f3 e4 Bd7 Qe2,C41,5.0,French Defense: Mieses-Kotroc Variation |  Classical Variation,French Defense,,Mieses-Kotroc Variation
13068.0,True,25.0,Mate,Draw,30+0,araojist,1765.0,bok,1745.0,d4 d5 c4 c5 Nf3 Nf6 e4 cxd5 exd5 Nxd5 Bb5+ Bd3 O-O Ne5 Bg5 Nxe5 Qxe5 Bd3 Qe7 Nf3 Qxe7 Qxe7 Nf3 Be6 Bxe,B70,5.0,Queen's Pawn,Queen's Pawn,,Leonardis Variation
12896.0,True,99.0,Mate,White,10+0,thecrazy,1887.0,cbac,2093.0,e4 e5 Nf3 Nc6 Bc4 Nf,C45,2.0,Knight Variation,Knight Variation,,Knight Variation
14891.0,True,32.0,Resign,White,10+0,chess-boy,1740.0,sveen,1885.0,e4 d5 Nc3 c6 d3 dxe4 Nf6 Bb5 a6 Nc3 e6 dxe6 Nd7 Bxe6 Nxe6,C02,2.0,King's Gambit Declined: Classical Defense,King's Gambit,,Classical Defense
6117.0,True,35.0,Resign,White,10+0,roman_sc2,1394.0,vladimir_jaksen,1448.0,e4 e5 Nf3 Nc6 d4 Nxd4 Bxd4 Nf6 O-O Bc7 Nxc6+ Bxc6 dxc6 a3 Nc5 Nc3 O-O Bd6,B00,4.0,Sicilian Defense,Sicilian Defense,,Paulsen Attack
13408.0,True,56.0,Resign,White,15+0,almohammad,1422.0,e-chess,1461.0,e4 d5 c4 dxc4 e5 Nc3 Qb6 Bd3 Qc7 Nf3 Nc6 Qd2 Qa7 Bc4 Bb5 O-O O-O Bxf2+ Kxf2 Ne7 Qa4 Bd6 Bd3 Nxd4 exd,C40,1.0,Sicilian Defense,Sicilian Defense,,Italian Variation
2548.0,True,20.0,Resign,White,15+15,olybo,1457.0,paul_c,1448.0,Nf3 d5 d4 Nf6 Bg5 e6 e3 Bxc6 Bxc6 Nf3 Bg4 h6 d3 b4 Bb2 Bh5 Bd7 Bf5 Nd4 Nc,B21,4.0,Philidor Defense: Berlin Defense #2,Philidor Defense,,Berlin Defense #2
7.0,True,68.0,Resign,Black,5+8,shirokamikazu,1794.0,viktorashouv,1713.0,e4 e5 Nc3 Nf6 d4 exd4 Nxd4 exd4 Nxd4 Nxe5 Nf3 f6 Nc6 Nxd4 Qxd4+ Be2 Bf5 Qd5 Nc3+ g3 Bg2+ K,C45,2.0,Four Knights Game: Accelerated Dragon,Four Knights Game,,Accelerated Dragon
573.0,True,54.0,Mate,Black,10+0,dannapala,1534.0,kadokamir,1532.0,e4 c5 Nf3 d5 exd5 exd5 c4 Nxd5 exd5 Bb5 Bd3 Nc6 Bd2 Bxc4 dxc4 Qe7 Nb4+ Nd5 cxd5 Bxd5 N,B00,5.0,Sicilian Defense: Italian Variation,Sicilian,,Italian Variation
1607.0,True,20.0,Resign,White,10+0,josseph6,1648.0,mohammad-mahrammed,2091.0,d4 c5 Nf3 d5 cxd5 Nxd5 Qxd5 c4 Qb6+ c3 Nc6 dxc4 Bxc4 Bxc4 cxb2 Rd8+ Bd3 Be7 Qd2+ Kg8,D00,2.0,Philidor Defense: Evans Gambit,Philidor Defense,,Evans Gambit
2192.0,False,52.0,Resign,White,10+0,romanojestr,1310.0,thestar101,1337.0,e4 e5 d4,C40,3.0,Queen's Gambit,Queen's Gambit,,London System
2900.0,True,64.0,Mate,White,10+0,mr_m_p_k_s,1610.0,vladimir_d_m_u,1524.0,e4 c5 d4 Nf6 Nc3 cxd4 Qxd4 Nc6 Bc4 Nf6 O-O a6 Bc5 b4 Bb3 a5 Bb3 a4 B,D00,5.0,Center Game: Normal Variation |  Normal Variation,Center Game,,Normal Variation
1607.0,True,31.0,Resign,White,15+15,valek,1373.0,reekham,1648.0,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Nd4 e6 O-O Nbd7 Bg5 d6 Qd2 Bxe6 Qxe6 Nxe6 Bd3 d5 d4 c3,D20,4.0,Owen Defense,Owen Defense,,Anglo-Indian Defense
1406.0,True,68.0,Resign,White,10+0,yonah,1570.0,alex,1240.0,e4 e5 d4 exd4 Nf6 Nf3 Nc6 d5 exd5 exd5 Nxd5 Qxd5 Qxd5 Bxc6+ bxc6 Qe3 Bf4 Qe7 Bg4 Qd8 Qh5 N,B50,4.0,Mason Attack,Mason Attack,,Mason Attack
13948.0,True,70.0,Resign,Black,10+0,mrt,1632.0,maroc,1520.0,e4 e5 Nf3 Bc4 Nc6 Nf3 Bb4 Nbd2 Nf6 Nd2 Nbd7 Bg5 Ngf3 Bg7 Nc3 Nxe4 Bxe4 f6 Bf4 O-O Bg5 Bg3 Bf4 Bxf2+ Kxf2 O,C50,4.0,Queen's Pawn Game: Black Mustang Defense,Queen's Pawn Game,,Black Mustang Defense
9600.0,True,41.0,Resign,Black,5+0,c_m_t_u,1634.0,szmuel,1719.0,e4 e5 Nf3 d6 Bb5+ Bd7 d4 exd4 Nxd4 Qxd4 Qxd4 Bd3 Qe5+ b,B01,4.0,French Defense: Modern Variations,French Defense,,Modern Variations
5667.0,True,85.0,Mate,Black,15+15,zakudor,2.0,nikolaskorsakov,2149.0,e4 c5 d4 cxd4 Nf3 e5 Nf6 Nc3 Bb4+ Bd7 d5 Bb3 Nc6 Bd3 Be7 O-,C00,7.0,Slav Defense: Saemisch Variation |  Main Line,Slav Defense,,Saemisch Variation
1088.0,True,1.0,Resign,White,15+0,joe_bob,1527.0,the_doom,1602.0,e4 c5 Nf3 d6 Bc4 d5 exd5 Bb5+ c6 c3 Ne5 Rc1 Bxc3 cxd5 exd5 Nc6 d4 Nxd4 exd4 Bg4 e5,B10,3.0,Ruy Lopez: Boi Variation,Ruy Lopez,Accepted,Boi Variation
1410.0,True,21.0,Resign,White,15+0,the_joker,1331.0,michaelmors,1510.0,e4 d6 c4 dxc4 Nc3 Nf6 Bc4 d5 exd5 Qxd5 Nd4 Qg5 Nc6 Nb3 Qf6 Bg5 Bxf6 O-O,C46,5.0,Sicilian Defense: Knight Variation,Sicilian Defense,,#2
6982.0,True,40.0,Resign,White,10+0,romanov,1332.0,kaczham,1348.0,e4 c5 d4 cxd4 Nc6 Nc3 e6 dxe6 Nxe6 Bc4 Nf6 Bxf6 Nc3 Nc6 Bb5 Qe2 Nf3 Bg,C02,1.0,Scotch Game: Main Line,Scotch Game,,Main Line
9962.0,True,39.0,Mate,White,5+5,jhm_boh,2027.0,nt_chess,1653.0,e4 e6 d4 d5 exd4 exd4 Nf6 Nf3 a6 Bxa6 Bxa6 Qxa6 Nc3 B,B01,5.0,Scandinavian Defense: West Indian Defense,Scandinavian Defense,,West Indian Defense
2915.0,True,61.0,Resign,Black,10+0,lucyp99,1653.0,thechess,2029.0,e4 c5 Bc4 e6 Nf3 Nf6 d3 g6 Nc3 d5 Ba3 Bg7 Nf3 O-O Bg4 exd5 Bxf3 Nxf3,D20,5.0,Italian Variation,Italian Variation,,Italian Variation
13393.0,True,29.0,Out of Time,White,8+5,drakon,1586.0,mrchess,1484.0,e4 Nf6 c4 g6 Bg5 h5 h3 O-O h4 Bg5 c5 Bg3 h4 Nd5 Nd4 Qh4+ Kh1 Bg5 f3 Bxf3,A00,7.0,King's Pawn Game: Knight Variation,King's Pawn Game,,Knight Variation
13887.0,True,116.0,Resign,White,10+0,taranga,1277.0,alanandar,1286.0,d4 d5 Nf3 dxc4 f6 Nc3 e6 Nc3 c5 dxc4 cxd5 cxd5 e3 Qxd5 Qxd5 O-O-O c4 Bb4 e5 Re1 Nf6 Rhd1 Nc6 Rac1 Q,A00,4.0,Sicilian Defense: Damiano Defense,Sicilian Defense,,Damiano Defense
553.0,True,63.0,Resign,Black,15+0,aakw,1186.0,jmcc,1257.0,d4 d5 e5 Nf3 Nf6 e4 e5 Nc3 Bb4 Nxc3 dxc3 Bc5 Nf3 Nxf3+ Qxf3 Bd6 O-O O-O Nh5,C55,5.0,Indian Game,Indian Game,,Advance
6078.0,True,32.0,Resign,White,10+0,jason_sanchez,1694.0,mehmetov,1359.0,e4 e6 d4 d5 c4 Nf6 Nf3 Nc6 Bb5 Bb3 c5 Be3 Bg4 Bxg3 Qxg3 O-O-O Re1 Qg5 Nxg7#,B20,5.0,Sicilian Defense: Two Knights Defense,Sicilian Defense,,Two Knights Defense
2402.0,True,31.0,Resign,White,15+15,chesschessfan,1648.0,chesschessfan,1506.0,e4 c5 Nf3 Nc6 d4 d5 exd5 Nxd5 Nf6 Bf4 Nc3 Be7 Qb3 Nxf7,C02,4.0,Indian Game: Knight Variation,Indian Game,Accepted,Knight Variation
18985.0,True,70.0,Resign,White,10+0,arthurmand,1902.0,bryon,1816.0,e4 e6 Nf3 Nc6 Nc3 d6 d4 exd4 dxd4 Nxd4 Bxd4 Qxd4 Bd3 Qd8 Nd4 d5 exd5 Bxf3+,B06,4.0,Queen's Pawn Game: Advance Variation,Queen's Pawn Game,,Advance Variation
1686.0,True,56.0,Draw,White,10+0,daron,1557.0,saeed,1081.0,e4 e5 Nf3 Nc6 Bc4 g6 O-O Bh4 c5 d4 e4 Bb7 Qd2 Qc6 d5 exd5 Bxd5 c4 Nf6 Qd1 Qe7 Qc,C41,8.0,Sicilian Defense: Alapin Variation,Sicilian Defense,,Alapin Variation
13121.0,True,32.0,Resign,Black,20+0,fik_m_p,1770.0,fik_p,1773.0,e4 c5 Nf3 Nc6 d4 Bg5 O-O Bd3 a6 e5 dxe5 dxe5 Nf3 Nc6 Bg5 O-O O-O c3 Nxe5 Bxe,A00,2.0,Sicilian Defense,Sicilian Defense,,Accelerated Move Order
8061.0,True,67.0,Resign,White,10+0,nikolas_kotroc,1602.0,mrsly,1656.0,e4 e6 c3 d5 exd5 Nf3 Nf6 Bc4 a6 Bd3 O-O a4 Na5 a5 Nc3 Nxg5 O-O,B30,3.0,Queen's Pawn,Queen's Pawn,,#2
5357.0,True,32.0,Mate,Black,10+0,ekaterina,1536.0,jd-p,1551.0,e4 e5 Nf3 Nc6 Nf6 Qe2 c6 a3 Bc5 e4 Bd7 Bxc5 bxc5 d4 Bb4 c6 Bd2 O-O Bd7 Bxd5,C46,5.0,Pirc Gambit,Pirc Gambit,,Closed
1194.0,True,39.0,Resign,Black,7+2,roman_machid,1531.0,kurtz,1622.0,d4 d5 Nf3 c6 c4 e6 Bd3 c5 Nc3 Nb4 e3 Nd5 Bd4 Nf6 Bf5 N,A00,3.0,French Defense: Berlin Defense #2,French Defense,,Berlin Defense #2
4779.0,True,65.0,Mate,White,7+5,bob,1456.0,viktor_draviano,1521.0,e4 e5 Nf3 Nc6 d4 d5 exd5 exd5 exd5 c3 Nc6 Bd3 Qe7 Bxc3 bxc3,A07,5.0,Queen's Pawn,Queen's Pawn,,Berlin Defense #2
1708.0,True,43.0,Resign,White,10+0,sveenemann,1391.0,sveenemann,1559.0,e4 e5 d3 d6 Bg5 Qa4 Nh5 Bxg5 Qxg5 Qxg5 Qh6+ Ke7 Qxa8,B50,4.0,Queen's Gambit,Queen's Gambit Accepted,,Reversed Rat
1508.0,True,44.0,Mate,White,15+0,chesswithf,1259.0,mrgloves,1359.0,e4 e5 d5 d4 Nc6 Nf3 e6 Nc3 d5 exd5 exd5,C00,4.0,Italian Game,Italian Game,,King's English Variation
7261.0,True,41.0,Mate,Black,10+0,alexbalt,1788.0,fasilbert,1753.0,e4 c5 Nf3 Nc6 Nf3 d6 d4 exd4 Nxd4 Nxd4 Bc4 Nxc4 Nxc4 b6 Re1 Qa5 Bd2 Nc3,B01,3.0,Queen's Pawn Game: Wayward Queen Attack,Queen's Pawn Game,,Wayward Queen Attack
7128.0,True,51.0,Mate,White,7+3,themutt,1522.0,mr_t,1559.0,e4 e5 Nf3 Nc6 Bc4 d5 exd5 exd5 Qxd5 Nc3 Qf6 O-O Be7 Bxa1 Qxa1 Bxa1 Qd3 Q,C50,3.0,Sicilian Defense #2,Sicilian Defense,,#2
4170.0,True,56.0,Mate,Black,15+10,egorizca,1287.0,sasz_mang,1394.0,e4 c6 Nf3 d5 exd5 cxd5 Qxd5 e6 Nc3 Bg4 Qe7 f3 O-O-O Nxe4 Bf4 Qxe4 Qxe4 Qxe4 Nc,B07,3.0,Queen's Pawn Game: #2,Queen's Pawn Game,,#2
5897.0,True,70.0,Mate,White,15+0,sancaster,1559.0,drejos,1580.0,e4,D02,5.0,Bishop's Opening,Bishop's Opening,,Main Line
2232.0,True,46.0,Out of Time,White,5+4,zamir,1698.0,ds-06,1318.0,e4 c6 Nf3 Nc6 Nf3 d,C06,3.0,King's Pawn Game: Three Knights Variation |  Advance Variation,King's Pawn Game,,Three Knights Variation
473.0,True,43.0,Resign,White,15+2,crasso24,1646.0,chesswithmatt,1632.0,e4 e6 Nf3 d5 exd5 Nxd5 Qxd5 Qd2 Bb4 Nc3 Bd6 Bf4 Nf6 Bg5 Nf3 O-O-O Bxc3,C45,9.0,Benoni Defense: Khan Gambit,Benoni Defense,,Khan Gambit
2140.0,True,15.0,Mate,White,35+35,jm_reid_davies,1536.0,lucy_sy_sse,1648.0,e4 e5 Be3 d6 e6 Nc3 Be7 Qe2 Bb4 O-O-O N,C40,5.0,Sicilian Defense: Knight Variation,Sicilian Defense,,Knight Variation
2430.0,True,55.0,Resign,White,10+0,darober,1260.0,a_m_d_l,1660.0,d4 d5 exd5 Nf3 c5 g3 Nc6 Bb5 c4 e3,C42,5.0,Queen's Gambit Refused: King's English Variation,Queen's Gambit Refused: King's English Variation,,King's English Variation
10282.0,True,36.0,Mate,White,10+0,bsifferson,1424.0,dreid,1374.0,e4 h6 f3 g6 Nf3 Nc6 Bb5 e5 c3 d5 exd5 dxe5 Nxe5 Bf5 Be2 Nf6 Nc3 Qe5 Nxf6 Qxf6+ Bxf6 Bxd,B30,3.0,Philidor Defense: Paulsen Variation,Philidor Defense,Accepted,Paulsen Variation
17061.0,True,55.0,Resign,Black,10+0,shmulpes,1476.0,kokol,1574.0,e4 c5 Bc4 Nf6 d3 Nc6 g3 Bg2 d6 b4 Ne5 Nf3 Nxc6+ Qxc6 d5 Nh4 cxd5,B12,11.0,Queen's Pawn Game: Knight Variation |  Modern Knight Variation,Queen's Pawn Game,,Queen's Knight Variation
11988.0,True,25.0,Mate,Draw,10+0,bramanacz,1686.0,kingofjerry,1653.0,e4 e5 Nf3 Nc6 d4 Nc3 Nf6 Bc5 Be2 Nf3 c5 Bd3 Ng5 d4 Nxd4 exd4 Bxd4 Bxd4 Bxd4 Qxd4 O-,C40,1.0,Ruy Lopez: Beyer Gambit,Ruy Lopez,,Beyer Gambit
1413.0,True,44.0,Mate,Black,15+15,ruychess2017,1757.0,mrjolio,1691.0,e4 e5 Nf3 d6 d4 Bb4 Bg4 Nc3 a6 Nc3 d5 exd5 Nxd5 Bxd5 Nxd5 Nxd5 Nxd5 a3 Bf5,B00,4.0,French Defense: Classical Variation #2,French Defense,,Classical Variation #2
